"company_name","company_number","company_status","company_type","company_subtype","removed_date","registered_date","nature_of_business","registered_office_address","postcode","sectorCodes","incorporation_year","incorporation_month","incorporation_day","dissolution_year","dissolution_month","dissolution_day","Latitude","Longitude"
"B:MUSIC (ENTERPRISES) LTD","3146280","Active","Private limited company","","","","96090","8 Centenary Square Birmingham B1 2EA","B1 2EA","96","1996","1","15","","","","52.478412","-1.911111",
"DC SECURITY SERVICES LTD","13128439","Active","Private limited company","","","","80100 80200","Sapphire Heights Courtyard 31 Tenby Street North Birmingham B1 3ES","B1 3ES","80 ","2021","1","12","","","","52.48544128571429","-1.9140940000000002",
"ASMAR CAPITAL LIMITED","12020926","Active","Private limited company","","","","68209","Timeplan House 168 Holliday Street Birmingham B1 1TJ","B1 1TJ","68","2019","5","29","","","","52.4752972","-1.9090136000000002",
"AD SERVICES 2010 LTD","11768060","Active","Private limited company","","","","81210 95220 96090","Walton House 36 Goodman Street Birmingham B1 2SS","B1 2SS","81 95 96","2019","1","15","","","","52.48327019999999","-1.9180106",
"THE GEMMOLOGICAL AND JEWELLERY VALUATION BUREAU LIMITED","6910602","Active","Private limited company","","","","99999","62 Tenby Street North Birmingham B1 3EG","B1 3EG","99","2009","5","20","","","","52.486632833333324","-1.9136316666666664",
"R BEST GAMES LIMITED","10156324","Active","Private limited company","","","","82990","Scala House Floor 5 Unit 5 R11-14 Holloway Circus Queensway Birmingham B1 1EQ","B1 1EQ","82","2016","4","29","","","","52.47464754545455","-1.899698",
"TASTY CHEF 88 LIMITED","10894676","Active","Private limited company","","","","82990","1 Victoria Square Birmingham B1 1BD","B1 1BD","82","2017","8","2","","","","52.478892","-1.902826",
"INTERCITY MOBILE COMMUNICATIONS LIMITED","2348580","Active","Private limited company","","","","74990","101-114 Holloway Head Birmingham B1 1QP","B1 1QP","74","1989","2","15","","","","52.473725200000004","-1.903985",
"DAODAO TECHNOLOGY LIMITED","13386623","Active","Private limited company","","","","85590","1st Floor 10 The Wharf 16 Bridge Street Birmingham B1 2JS","B1 2JS","85","2021","5","11","","","","52.4770443076923","-1.9080292307692308",
"AVISON YOUNG WORKPLACE LIMITED","3691291","Active","Private limited company","","","","68320","3 Brindley Place Birmingham B1 2JB","B1 2JB","68","1999","1","4","","","","52.47831","-1.913089",
"GL INVESTMENT HOLDINGS LIMITED","9909797","Active","Private limited company","","","","64205","101-114 Holloway Head Birmingham B1 1QP","B1 1QP","64","2015","12","9","","","","52.473725200000004","-1.903985",
"NEW LAI WAN 23 LTD","12401797","Active","Private limited company","","","","56103","Suite F10 5th Floor Scala House 36 Holloway Circus Queensway Birmingham B1 1EQ","B1 1EQ","56","2020","1","14","","","","52.47464754545455","-1.899698",
"DVC PLAY LIMITED","12494451","Active","Private limited company","","","","90020","C/O Friend Partnership Limited 9th Floor Eleven Brindleyplace 2 Brunswick Square Birmingham B1 2LP","B1 2LP","90","2020","3","3","","","","52.47667346666666","-1.9137406000000001",
"EUROJET HELICOPTERS LIMITED","2713327","Active","Private limited company","","","","74990","101-114 Holloway Head Birmingham B1 1QP","B1 1QP","74","1992","5","11","","","","52.473725200000004","-1.903985",
"GIFTSIGN LIMITED","2070695","Active","Private limited company","","","","74990","101-114 Holloway Head Birmingham B1 1QP","B1 1QP","74","1986","11","4","","","","52.473725200000004","-1.903985",
"THE ELAICHI RESTAURANT LTD","10124571","Active","Private limited company","","","","56101","12 Summer Hill Street Birmingham B1 2PE","B1 2PE","56","2016","4","14","","","","52.48211","-1.915795",
"HARMEEN CUISINES LIMITED","10248341","Active","Private limited company","","","","99999","145 Granville Street Birmingham B1 1SB","B1 1SB","99","2016","6","23","","","","52.47404376923077","-1.9075247692307695",
"SEAN BRADY CRANE AND MARINE SERVICES LIMITED","7888551","Active","Private limited company","","","","78109","Office 1 Izabella House 24-26 Regent Place City Centre Birmingham B1 3NJ","B1 3NJ","78","2011","12","21","","","","52.48616493333334","-1.9100368",
"FINLOCK FINANCE LIMITED","11943368","Active","Private limited company","","","","70221","Sapphire Heights Courtyard 31 Tenby Street North Birmingham B1 3ES","B1 3ES","70","2019","4","12","","","","52.48544128571429","-1.9140940000000002",
"JVL JOHNNY VICTOR LIMITED","12618046","Active","Private limited company","","","","59113","9-11 Vittoria Street Birmingham B1 3ND","B1 3ND","59","2020","5","22","","","","52.48520935714286","-1.910360785714286",
"BOOKINGLAB LIMITED","11764238","Active","Private limited company","","","","62011 62012 62020","3 Wharfside Street Spaces Level 1 Mailbox Birmingham B1 1RD","B1 1RD","62  ","2019","1","14","","","","52.476849","-1.903694",
"INF24 LIMITED","10354798","Active","Private limited company","","","","82990","Ground Floor Unit 1 The Wharf Bridge Street Birmingham B1 2JS","B1 2JS","82","2016","9","1","","","","52.4770443076923","-1.9080292307692308",
"THE PAPARATA COMPANY LTD","12567307","Active","Private limited company","","","","56103 56210 56302","C/O Vaghela & Co (Services) Ltd Studio 10 145 Granville Street Birmingham B1 1SB","B1 1SB","56  ","2020","4","21","","","","52.4742084047619","-1.9082864761904754",
"UNIQKY CO. LTD","13423393","Active","Private limited company","","","","47430 47750 47760 47770","204 (A) Lonsdale House 52 Blucher Street Birmingham B1 1QU","B1 1QU","47   ","2021","5","27","","","","52.47479288888889","-1.9034657777777777",
"SABLE LEIGH CONSULTANCY LIMITED","7007876","Active","Private limited company","","","","42990","4 Brindley Place Birmingham B1 2JB","B1 2JB","42","2009","9","3","","","","52.478384","-1.913787",
"A-TEAM HEALTH RECRUITMENT LIMITED","5005567","Active","Private limited company","","","","78200","The Old Fire Station 69 Albion Street Birmingham B1 3EA","B1 3EA","78","2004","1","5","","","","52.48473585714286","-1.9137681428571427",
"SENSORAIL LIMITED","12147588","Active","Private limited company","","","","62011","11 Brindley Place Brunswick Square Birmingham B1 2LP","B1 2LP","62","2019","8","9","","","","52.476727","-1.914361",
"ASSOCIATION OF PHARMACY TECHNICIANS (UK)","8506500","Active","Private Limited Company by guarantee without share capital, use of 'Limited' exemption","","","","74909","0ne Victoria Square Birmingham B1 1BD","B1 1BD","74","2013","4","26","","","","52.478892","-1.902826",
"GSS LEISURE LIMITED","10379458","Active","Private limited company","","","","93130","12 The Wharf 16 Bridge Street Birmingham B1 2JS","B1 2JS","93","2016","9","16","","","","52.4770443076923","-1.9080292307692308",
"JOBSHOPUK.COM LIMITED","3912965","Active","Private limited company","","","","99999","Suite 118 Albert Wing The Argent Centre 60 Frederick Street Birmingham B1 3HS","B1 3HS","99","2000","1","25","","","","52.484604","-1.911609",
"CSG BIDCO LIMITED","7851238","Active","Private limited company","","","","64209","The Mailbox Level 3 101 Wharfside Street Birmingham B1 1RF","B1 1RF","64","2011","11","17","","","","52.475549","-1.905646",
"FALL GUARDIAN LIMITED","10708478","Active","Private limited company","","","","62011","11 Brindley Place Brunswick Square Birmingham B1 2LP","B1 2LP","62","2017","4","4","","","","52.476727","-1.914361",
"ANTI GRAFFITI SPRAY LIMITED","10932217","Active","Private limited company","","","","62011","11 Brindley Place Brunswick Square Birmingham B1 2LP","B1 2LP","62","2017","8","24","","","","52.476727","-1.914361",
"SNORELIEF LIMITED","10385370","Active","Private limited company","","","","62011","11 Brindley Place Brunswick Square Birmingham B1 2LP","B1 2LP","62","2016","9","20","","","","52.476727","-1.914361",
"CSG MIDCO LIMITED","7851242","Active","Private limited company","","","","64209","The Mailbox Level 3 101 Wharfside Street Birmingham B1 1RF","B1 1RF","64","2011","11","17","","","","52.475549","-1.905646",
"MITREFINCH HOLDINGS LIMITED","10389350","Active","Private limited company","","","","62012","The Mailbox Level 3 101 Wharfside Street Birmingham B1 1RF","B1 1RF","62","2016","9","22","","","","52.475549","-1.905646",
"G.M.A.INDUSTRIES LIMITED","12546112","Active","Private limited company","","","","72190","Office 1 Izabella House 24-26 Regent Place Birmingham B1 2NJ","B1 2NJ","72","2020","4","3","","","","52.48068183333333","-1.9102033333333335",
"ALL-UK ADJUSTERS LIMITED","8327368","Active","Private limited company","","","","66210","Unit 11a The Wharf Bridge Street Birmingham B1 2JS","B1 2JS","66","2012","12","11","","","","52.4770443076923","-1.9080292307692308",
"ACME CLEANING SERVICES LIMITED","3402877","Active","Private limited company","","","","81299","16 Newhall Place 16-17 Newhall Hill Birmingham B1 3JH","B1 3JH","81","1997","7","14","","","","52.483649","-1.910932",
"GEM UK PARENT LIMITED","11743125","Active","Private limited company","","","","64209","245 Broad Street Birmingham B1 2HQ","B1 2HQ","64","2018","12","28","","","","52.476852","-1.911821",
"PAUL PONSONBY HOLDINGS LIMITED","13476501","Active","Private limited company","","","","64204","C/O Friend Partnership Limited Eleven Brindleyplace 2 Brunswick Square Birmingham B1 2LP","B1 2LP","64","2021","6","25","","","","52.47667346666666","-1.9137406000000001",
"ROAMLER UK LIMITED","10401971","Active","Private limited company","","","","82990","Alpha Tower Suffolk Street Queensway Birmingham B1 1TT","B1 1TT","82","2016","9","29","","","","52.47851563636364","-1.9062289090909095",
"GEM UK HOLDCO LIMITED","11743343","Active","Private limited company","","","","64209","245 Broad Street Birmingham B1 2HQ","B1 2HQ","64","2018","12","28","","","","52.476852","-1.911821",
"GEM UK TOPCO LIMITED","11743148","Active","Private limited company","","","","64209","245 Broad Street Birmingham B1 2HQ","B1 2HQ","64","2018","12","28","","","","52.476852","-1.911821",
"STAY HOUSING LTD","11145887","Active","Private limited company","","","","55900","Office 1 Izabella House 24-26 Regent Place Birmingham B1 3NJ","B1 3NJ","55","2018","1","11","","","","52.48616493333334","-1.9100368",
"HORSEFAIR SUPERMARKET LIMITED","7597841","Active","Private limited company","","","","47110","C/O Vaghela & Co 145 Granville Street Birmingham B1 1SB","B1 1SB","47","2011","4","8","","","","52.47404376923077","-1.9075247692307695",
"JACKSON & SONS CONSTRUCTION LIMITED","13173991","Active","Private limited company","","","","41202","Izabella House Regent Place Birmingham B1 3NJ","B1 3NJ","41","2021","2","2","","","","52.485733999999994","-1.9104024",
"AIYING BEADS LIMITED","9368976","Active","Private limited company","","","","47910","C/O Studio 1 Clarks Courtyard 145 Granville Street Birmingham B1 1SB","B1 1SB","47","2014","12","29","","","","52.47404376923077","-1.9075247692307695",
"PEARL PR & COMMUNICATIONS LIMITED","10707042","Active","Private limited company","","","","70210","Alpha Tower Alpha Works Suffolk Street Queensway Birmingham B1 1TT","B1 1TT","70","2017","4","4","","","","52.47851563636364","-1.9062289090909095",
"BALFOR GROUP LIMITED","10455124","Active","Private limited company","","","","78200","3 Brindley Place Birmingham B1 2JB","B1 2JB","78","2016","11","1","","","","52.47831","-1.913089",
"ARJR PROPERTIES LIMITED","10741445","Active","Private limited company","","","","68209","301 Tenby Street Amazon Lofts Birmingham B1 3AJ","B1 3AJ","68","2017","4","26","","","","52.485326333333326","-1.913881",
"ZONE CONSTRUCTION LIMITED","7236302","Active","Private limited company","","","","41201 41202 42990","C/O Vaghela & Co (Services) Ltd 145 Granville Street Birmingham B1 1SB","B1 1SB","41  42","2010","4","27","","","","52.47404376923077","-1.9075247692307695",
"RESTORGANIC LTD","13417522","Active","Private limited company","","","","47599","Apartment 2207 The Cube East 200 Wharfside Street Birmingham B1 1PT","B1 1PT","47","2021","5","24","","","","52.474886","-1.906954",
"NATSPLAT LIMITED","11315915","Active","Private limited company","","","","70229","Alexander House 60-61 Tenby Street North Birmingham B1 3EG","B1 3EG","70","2018","4","18","","","","52.486492428571424","-1.9136612857142856",
"NEXT CENTURY STUDENT LTD","12559597","Active","Private limited company","","","","63120 85590 85600 96090","Office 1 Izabella House 24-26 Regent Place Birmingham B1 3NJ","B1 3NJ","63 85  96","2020","4","16","","","","52.48616493333334","-1.9100368",
"QUAY ONE GROUP UK LTD","13452297","Active","Private limited company","","","","70229 86210","Apartment 2207 The Cube East 200 Wharfside Street Birmingham B1 1PT","B1 1PT","70 86","2021","6","11","","","","52.474886","-1.906954",
"ARC DEVELOPING LIMITED","10126534","Active","Private limited company","","","","41201 41202","Alexander House 60-61 Tenby Street North Birmingham B1 3EG","B1 3EG","41 ","2016","4","15","","","","52.486492428571424","-1.9136612857142856",
"NP 11 LIMITED","10732330","Active","Private limited company","","","","56103","Suite F10 5th Floor, Scala House, 36 Holloway Circus Queensway Birmingham B1 1EQ","B1 1EQ","56","2017","4","20","","","","52.47464754545455","-1.899698",
"FOX & SHANNON LTD","9141650","Active","Private limited company","","","","93130","12 The Wharf 16 Bridge Street Birmingham B1 2JS","B1 2JS","93","2014","7","22","","","","52.4770443076923","-1.9080292307692308",
"PAVIT PAYROLL SERVICES LIMITED","8043848","Active","Private limited company","","","","82110","Flat 14 Alpine Court Flat 14 Alpine Court 48 Summerhill Road Birmingam B1 3RB","B1 3RB","82","2012","4","24","","","","52.484191606060605","-1.9178065454545452",
"THREE2SIX REAL ESTATE AGENTS LIMITED","13370098","Active","Private limited company","","","","68310","1 The Wharf 16 Bridge Street Birmingham B1 2JS","B1 2JS","68","2021","4","30","","","","52.4770443076923","-1.9080292307692308",
"BRISTOL RESTAURANTS LTD","12385175","Active","Private limited company","","","","56101","C/O Vaghela & Co. Services 10 Clarks Courtyard 145 Granville Street B1 1SB","B1 1SB","56","2020","1","3","","","","52.4742084047619","-1.9082864761904754",
"RONNEX DISTRIBUTION LIMITED","9800163","Active","Private limited company","","","","46900","The Argent Centre Unit 201c 60 Frederick Street Birmingham B1 3HS","B1 3HS","46","2015","9","29","","","","52.484604","-1.911609",
"MR NOBLE SUPER LIMITED","10406536","Active","Private limited company","","","","56103","Suite F10 5th Floor, Scala Hse 36 Holloway Circus, Queensway Birmingham B1 1EQ","B1 1EQ","56","2016","10","1","","","","52.47464754545455","-1.899698",
"IPHO LIMITED","11610346","Active","Private limited company","","","","56101","C/O Studio 1 Clarks Courtyard 145 Granville Street Birmingham B1 1SB","B1 1SB","56","2018","10","8","","","","52.47404376923077","-1.9075247692307695",
"DUCALIAN INVESTMENTS (2) LLP","OC426725","Active","Limited liability partnership","","",""," ","Apt 13 38 Paradise Street Birmingham B1 2AF","B1 2AF","","2019","4","2","","","","52.47873846666667","-1.903618466666667",
"HOMESNAG INSPECTIONS LIMITED","10137746","Active","Private limited company","","","","82990","Office 1 Izabella House 24-26 Regent Place, City Centre Birmingham B1 3NJ","B1 3NJ","82","2016","4","21","","","","52.48616493333334","-1.9100368",
"SPICE ORIENT 290 LIMITED","11789473","Active","Private limited company","","","","56103","Suite 3 4th Floor, Queens Gate 121 Suffolk Street Queensway Birmingham B1 1LX","B1 1LX","56","2019","1","28","","","","52.47630830000001","-1.9026450999999998",
"HANSON LAW LIMITED","11920526","Active","Private limited company","","","","69109 82990","Lonsdale House 52 Blucher Street Birmingham B1 1QU","B1 1QU","69 82","2019","4","2","","","","52.47479288888889","-1.9034657777777777",
"PAC GROUP LIMITED","11944717","Active","Private limited company","","","","69201","Gorund Floor Unit 1 The Wharf Bridge Street Birmingham B1 2JR","B1 2JR","69","2019","4","13","","","","52.476029555555556","-1.9072916666666666",
"GARDEN CENTRE SALES LIMITED","5029370","Active","Private limited company","","","","46190","45 Durham Tower Acorn Grove Convention Quarter Birmingham B1 2PW","B1 2PW","46","2004","1","29","","","","52.482672","-1.917372",
"THE BULLION STORE PROPERTY LTD","9380135","Active","Private limited company","","","","41100 68100","43 Frederick Street Birmingham B1 3HN","B1 3HN","41 68","2015","1","8","","","","52.486137444444445","-1.9128592222222223",
"COOKSON PRECIOUS METALS LIMITED","2775187","Active","Private limited company","","","","25990","59-83 Vittoria Street Birmingham B1 3NZ","B1 3NZ","25","1993","1","4","","","","52.48612466666666","-1.9107325",
"THE ONLINE PROPERTY AGENCY LTD","12567989","Active","Private limited company","","","","68310","6 Sovereign Court Graham Street Birmingham B1 3JR","B1 3JR","68","2020","4","22","","","","52.48449433333334","-1.9106588333333334",
"RIDEUK LTD","7275614","Active","Private limited company","","","","49320","Lonsdale House Blucher Street Birmingham B1 1QU","B1 1QU","49","2010","6","7","","","","52.47479288888889","-1.9034657777777777",
"HARAD GROUP LTD","13184796","Active","Private limited company","","","","78109","11 Brindley Place Brunswick Square Birmingham B1 2LP","B1 2LP","78","2021","2","8","","","","52.476727","-1.914361",
"BVSC MANAGEMENT SERVICES LIMITED","3130064","Active","Private limited company","","","","82990","33-34 Latham House Paradise Street Birmingham B1 2AJ","B1 2AJ","82","1995","11","23","","","","52.47872988888889","-1.9041053333333333",
"BIRMINGHAM VOLUNTARY SERVICE COUNCIL","421688","Active","Private limited by guarantee without share capital","","","","63990","33-34 Latham House Paradise Street Birmingham B1 2AJ","B1 2AJ","63","1946","10","17","","","","52.47872988888889","-1.9041053333333333",
"EMMA CUTS LIMITED","11343638","Active","Private limited company","","","","96020","C/O Studio 1 Clarks Courtyard 145 Granville Street Birmingham B1 1SB","B1 1SB","96","2018","5","3","","","","52.47404376923077","-1.9075247692307695",
"SUPER ERA LIMITED","11714948","Active","Private limited company","","","","62012 82990","Suite 3 4th Floor, Queens Gate 121 Suffolk Street Queensway Birmingham B1 1LX","B1 1LX","62 82","2018","12","6","","","","52.47630830000001","-1.9026450999999998",
"TASTE EXPRESS LIMITED","11574552","Active","Private limited company","","","","47710","Office 301.10 One Victoria Square Birmingham B1 1BD","B1 1BD","47","2018","9","18","","","","52.478892","-1.902826",
"CRICKETFIELDS (PHASE 2) MANAGEMENT COMPANY LIMITED","2533171","Active","Private limited company","","","","98000","Sapphire Heights Courtyard 31 Tenby Street North Birmingham B1 3ES","B1 3ES","98","1990","8","21","","","","52.48544128571429","-1.9140940000000002",
"CRICKETFIELDS (PHASE 2) RTM COMPANY LIMITED","8171338","Active","Private limited by guarantee without share capital","","","","98000","Sapphire Heights Courtyard 31 Tenby Street North Birmingham B1 3ES","B1 3ES","98","2012","8","7","","","","52.48544128571429","-1.9140940000000002",
"WALSALL GROCERY LIMITED","8845416","Active","Private limited company","","","","47190","12 Summer Hill Street Birmingham B1 2PE","B1 2PE","47","2014","1","14","","","","52.48211","-1.915795",
"WAYBROAD CONSULTING LTD","11387089","Active","Private limited company","","","","62020","Apartment 2807 Beetham Tower 10 Holloway Circus Queensway Birmingham B1 1BY","B1 1BY","62","2018","5","29","","","","52.475397","-1.900438",
"GURTEX LTD","11600366","Active","Private limited company","","","","46470","I Izabella House Regent Place Birmingham B1 3NJ","B1 3NJ","46","2018","10","2","","","","52.485733999999994","-1.9104024",
"EXCEPTIONAL PIZZA COMPANY LIMITED","9226298","Active","Private limited company","","","","56102","Alexander House 60 Tenby Street North Birmingham B1 3EG","B1 3EG","56","2014","9","19","","","","52.486492428571424","-1.9136612857142856",
"AQA LABS (INTERNATIONAL) LTD","9695803","Active","Private limited company","","","","46900","2nd Floor 3 Brindleyplace Birmingham West Midlands B1 2JB","B1 2JB","46","2015","7","21","","","","52.477993","-1.914299",
"HORTONS' ESTATE (GRAND HOTEL) LIMITED","5316591","Active","Private limited company","","","","68209","Latham House 4th Floor 33-34 Paradise Street Birmingham B1 2AJ","B1 2AJ","68","2004","12","20","","","","52.47872988888889","-1.9041053333333333",
"STF PROPERTY LTD","8323426","Active","Private limited company","","","","68209","5 Legge Lane Birmingham B1 3LD","B1 3LD","68","2012","12","10","","","","52.4843162","-1.9138808",
"BAA BUSINESS SERVICES LTD","9639525","Active","Private limited company","","","","70229","3 Fournier House 8 Tenby Street Birmingham B1 3AJ","B1 3AJ","70","2015","6","15","","","","52.485326333333326","-1.913881",
"STEPHANIE JOBSON LTD","9336124","Active","Private limited company","","","","97000","Sapphire Heights Courtyard 31 Tenby Street North Birmingham B1 3ES","B1 3ES","97","2014","12","2","","","","52.48544128571429","-1.9140940000000002",
"ASSETFINANCE MARCH (D) LIMITED","1524344","Active","Private limited company","","","","64910","1 Centenary Square Birmingham B1 1HQ","B1 1HQ","64","1980","10","24","","","","52.47859091666667","-1.9070163333333332",
"QUARTER DEVELOPMENTS LIMITED","7449944","Active","Private limited company","","","","41100","32 Albion Street Birmingham B1 3EP","B1 3EP","41","2010","11","24","","","","52.48538742857143","-1.9126251428571428",
"CUBIC SPACE HOLDINGS LIMITED","11987568","Active","Private limited company","","","","68100","C/O Studio 1 Clarks Courtyard 145 Granville Street Birmingham B1 1SB","B1 1SB","68","2019","5","9","","","","52.47404376923077","-1.9075247692307695",
"SCARLET CARE LTD","13228908","Active","Private limited company","","","","86900","Lonsdale House 52 Blucher Street Birmingham B1 1QU","B1 1QU","86","2021","2","26","","","","52.47479288888889","-1.9034657777777777",
"MSP SECURE LTD","13636398","Active","Private limited company","","","","78109","172 Holliday Street Birmingham B1 1TJ","B1 1TJ","78","2021","9","22","","","","52.4751752","-1.9091653999999998",
"SEEYOURSELFONLINE.COM LTD","8773172","Active","Private limited company","","","","90030 96090","252-260 Broad Street 10th Floor Quayside Tower Birmingham B1 2HF","B1 2HF","90 96","2013","11","13","","","","52.477327","-1.911114",
"THE RECOVERY GROUP LTD","12248253","Active","Private limited company","","","","49420 52219 53202","Apartment 366 18 Holliday Street Birmingham B1 1TW","B1 1TW","49 52 53","2019","10","7","","","","52.476939","-1.90627",
"SMARTFILM HEATING LIMITED","12326552","Active","Private limited company","","","","47990","First House First House 1 Sutton Street Birmingham B1 1PE","B1 1PE","47","2019","11","21","","","","52.47259833333333","-1.9037765555555555",
"LOUIS HOPKINS LTD","9498510","Active","Private limited company","","","","59113","Izabella House Regent Place Birmingham B1 3NJ","B1 3NJ","59","2015","3","19","","","","52.485733999999994","-1.9104024",
"STUDIO PERISSOS LIMITED","10516481","Active","Private limited company","","","","25710 32120 32990 90030","52 Frederick Street Birmingham B1 3HS","B1 3HS","25 32  90","2016","12","8","","","","52.48523779999999","-1.9119264",
"RICKSHAW 28 LIMITED","12131209","Active","Private limited company","","","","56101","Suite 3 4th Floor, Queensgate 121 Suffolk Street, Queensway Birmingham B1 1LX","B1 1LX","56","2019","7","31","","","","52.47630830000001","-1.9026450999999998",
"FINECARE247 LTD","9283446","Active","Private limited company","","","","87300","C/O VAGHELA & CO 145 Granville Street Birmingham B1 1SB","B1 1SB","87","2014","10","28","","","","52.47404376923077","-1.9075247692307695",
"RICODA GROUP LIMITED","2563793","Active","Private limited company","","","","29320","Apartment 212 Canal Wharf Waterfront Walk Birmingham B1 1SN","B1 1SN","29","1990","11","29","","","","52.4754675","-1.907510125",
"THE BESPOKE RING MAKER LTD","12084496","Active","Private limited company","","","","32120","4 Edward St Edward Street Birmingham B1 2RX","B1 2RX","32","2019","7","4","","","","52.4812038","-1.9135863999999998",
"PAVILIUS MANAGEMENT LIMITED","12097806","Active","Private limited company","","","","68310","6 Edward Street Birmingham B1 2RX","B1 2RX","68","2019","7","11","","","","52.4810972","-1.9137971999999999",
"PURUS CONSULTANTS LIMITED","9282698","Active","Private limited company","","","","82990","241 Upper Marshall Street Birmingham B1 1LP","B1 1LP","82","2014","10","27","","","","52.474285","-1.905428",
"ECOR LTD","7663326","Active","Private limited company","","","","74901","C/O Bcd Chartered Accountants Second Floor 21 Graham Street Birmingham B1 3JR","B1 3JR","74","2011","6","9","","","","52.48450342222223","-1.9099816444444448",
"RM3 LETTING LIMITED","10080894","Active","Private limited company","","","","55900","Unit 1 8 Tenby Street Birmingham B1 3AJ","B1 3AJ","55","2016","3","23","","","","52.485326333333326","-1.913881",
"PLATNAUER GROUP LIMITED","596246","Active","Private limited company","","","","70100","48 Carver Street Carver Street Birmingham B1 3AS","B1 3AS","70","1957","12","31","","","","52.48583566666667","-1.916100555555556",
"ST SOLIHULL LTD","13038089","Active","Private limited company","","","","56302","41 St Marks Cresent Ladywood Ladywood Birmingham B1 2PY","B1 2PY","56","2020","11","23","","","","52.482719642857155","-1.9217571071428572",
"VENTURA ESTATES LIMITED","10876504","Active","Private limited company","","","","68100 68201 68209 68320","4 Regency Wharf Broad Street Birmingham B1 2DS","B1 2DS","68   ","2017","7","20","","","","52.478043","-1.909981",
"FINE JEWELS LIMITED","8705746","Active","Private limited company","","","","46480","21 Graham Street Jewellery Quarter Birmingham B1 3JR","B1 3JR","46","2013","9","25","","","","52.48450019999999","-1.9107869999999998",
"VOLUME HOS LTD","11683184","Active","Private limited company","","","","41100","5 Legge Lane Birmingham B1 3LD","B1 3LD","41","2018","11","19","","","","52.4843162","-1.9138808",
"SOAZA LIMITED","12961624","Active","Private limited company","","","","86210","Alexander House 60-61 Tenby Street North Birmingham B1 3EG","B1 3EG","86","2020","10","20","","","","52.486492428571424","-1.9136612857142856",
"MI IMPRESSIONS LIMITED","11212075","Active","Private limited company","","","","47910","35c Tenby Street Jewellery Quarter Birmingham B1 3EE","B1 3EE","47","2018","2","19","","","","52.48569583333333","-1.9136008333333334",
"B1 GROUP LIMITED","10615201","Active","Private limited company","","","","82990","100 Holloway Head Birmingham B1 1NB","B1 1NB","82","2017","2","13","","","","52.473471","-1.903633",
"UHY CONSULTANCY UK LIMITED","12661041","Active","Private limited company","","","","70221","9-11 Vittoria Street Birmingham B1 3ND","B1 3ND","70","2020","6","10","","","","52.48520935714286","-1.910360785714286",
"MEMORHYME LIMITED","13178042","Active","Private limited company","","","","85520","Flat 17 Cambridge Tower Brindley Drive Birmingham B1 2NH","B1 2NH","85","2021","2","3","","","","52.480830000000005","-1.9093044",
"CLEMENTS AND CO PROPERTIES LTD","12823464","Active","Private limited company","","","","68209","9-11 Vittoria Street Birmingham B1 3ND","B1 3ND","68","2020","8","19","","","","52.48520935714286","-1.910360785714286",
"CONSORTIUM SILICON GROUP LTD","10829415","Active","Private limited company","","","","08910 20130 23990 46770","Abc Account Centre One Victoria Square Birmingham B1 1BD","B1 1BD","08 20 23 46","2017","6","21","","","","52.478892","-1.902826",
"IZZY CARE SOLUTIONS LTD","13740559","Active","Private limited company","","","","87100 87200 87300 87900","Lonsdale House 52 Blucher Street 52 Blucher Street Birmingham B1 1QU","B1 1QU","87   ","2021","11","12","","","","52.47479288888889","-1.9034657777777777",
"WYNCROFT CARE LIMITED","8569874","Active","Private limited company","","","","87100","12 Summer Hill Street Birmingham B1 2PE","B1 2PE","87","2013","6","14","","","","52.48211","-1.915795",
"KARAMJIT SINGH LEGAL SERVICES LIMITED","10000065","Active","Private limited company","","","","69101","9-11 Vittoria Street Birmingham B1 3ND","B1 3ND","69","2016","2","11","","","","52.48520935714286","-1.910360785714286",
"BLM BUILDING LIMITED","12975814","Active","Private limited company","","","","43390","9-11 Vittoria Street Birmingham B1 3ND","B1 3ND","43","2020","10","26","","","","52.48520935714286","-1.910360785714286",
"UKL HOMES LTD","11098189","Active","Private limited company","","","","68100","1 Sutton Street Birmingham B1 1PE","B1 1PE","68","2017","12","6","","","","52.47259833333333","-1.9037765555555555",
"VIDBEO LTD","9326128","Active","Private limited company","","","","63110","1509 Wharfside Street Birmingham B1 1PR","B1 1PR","63","2014","11","25","","","","52.474904","-1.906955",
"MANAR RESTAURANT LIMITED","8277869","Active","Private limited company","","","","56102","Alexander House 60-61 Tenby Street North Birmingham B1 3EG","B1 3EG","56","2012","11","1","","","","52.486492428571424","-1.9136612857142856",
"GOOD EATS AT ELY LIMITED","11307982","Active","Private limited company","","","","56302","131 Centenary Plaza Holliday Street Birmingham B1 1TH","B1 1TH","56","2018","4","13","","","","52.476783","-1.906136",
"DUKES MEAD (BINGHAM) MANAGEMENT COMPANY LIMITED","8528489","Active","Private limited by guarantee without share capital","","","","98000","12-13 Frederick Street The Jewelry Quarter Birmingham B1 3HE","B1 3HE","98","2013","5","14","","","","52.484978","-1.9113152307692307",
"LINKBOAT LIMITED","3804191","Active","Private limited company","","","","68209","Elton House 5 Powell Street Birmingham B1 3DH","B1 3DH","68","1999","7","9","","","","52.483875142857144","-1.9156291428571428",
"FAIRMAN SOCIAL CARE LTD","12344536","Active","Private limited company","","","","70229 85590 88990","Apartment 51 165 Granville Street Birmingham B1 1JW","B1 1JW","70 85 88","2019","12","2","","","","52.473040526315785","-1.907549263157895",
