"company_name","company_number","company_status","company_type","company_subtype","removed_date","registered_date","nature_of_business","registered_office_address","postcode","sectorCodes","incorporation_year","incorporation_month","incorporation_day","dissolution_year","dissolution_month","dissolution_day","Latitude","Longitude"
"SANFORD SOLUTIONS WM LTD","12987396","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","10","30","","","","52.4964895","-1.9721454",
"TECTON COMPUTERS LTD","12986929","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","10","30","","","","52.4964895","-1.9721454",
"INVESTA SERVICES LTD","12989932","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","11","2","","","","52.4964895","-1.9721454",
"WATSONVILLE SOLUTIONS LTD","12991495","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","11","2","","","","52.4964895","-1.9721454",
"HUNTER SYSTEMS LTD","12989530","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","11","2","","","","52.4964895","-1.9721454",
"PRP IT SYSTEMS LTD","12994470","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","11","3","","","","52.4964895","-1.9721454",
"PORTERVILLE IT SYSTEMS LTD","12995371","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","11","4","","","","52.4964895","-1.9721454",
"WESTMINSTER SYSTEMS LTD","12999232","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","11","5","","","","52.4964895","-1.9721454",
"FAIRFIELD SYSTEMS LTD","12999241","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","11","5","","","","52.4964895","-1.9721454",
"TROY TECH LTD","12999215","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","11","5","","","","52.4964895","-1.9721454",
"SCOFIELD CYBER SECURITY LTD","12999426","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","11","5","","","","52.4964895","-1.9721454",
"RMD TECH LTD","12999281","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","11","5","","","","52.4964895","-1.9721454",
"NORWOOD TECH LTD","13000274","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","11","5","","","","52.4964895","-1.9721454",
"BRENTWOOD SYSTEMS LTD","12999563","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","11","5","","","","52.4964895","-1.9721454",
"GRASSHOPPER TRANSPORT LTD","12999554","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","11","5","","","","52.4964895","-1.9721454",
"ARC TRANS SOLUTIONS LTD","12627681","Active","Private limited company","","","","49410","255 Montague Road Smethwick B66 4PJ","B66 4PJ","49","2020","5","27","","","","52.4828585","-1.9557596",
"SPOTLESS POINT LIMITED","12343119","Active","Private limited company","","","","56210 81299 86101","120 Oxford Road Oxford Road Smethwick B66 2DJ","B66 2DJ","56 81 86","2019","12","2","","","","52.5017158","-1.9646622",
"SHOPS AND MORE LTD","12356459","Active","Private limited company","","","","47290","410-414 Bearwood Road Smethwick B66 4EX","B66 4EX","47","2019","12","10","","","","52.4891076","-1.9666896",
"DSS TECHNOLOGY LTD","13081465","Active","Private limited company","","","","43999 47290 63990 68100","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","43 47 63 68","2020","12","15","","","","52.4964895","-1.9721454",
"LEXINGTON SERVICES LTD","13081563","Active","Private limited company","","","","43999 47290 63990 68100","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","43 47 63 68","2020","12","15","","","","52.4964895","-1.9721454",
"JAGUAR TECHNOLOGIES LTD","13082349","Active","Private limited company","","","","43999 47290 63990 68100","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","43 47 63 68","2020","12","15","","","","52.4964895","-1.9721454",
"PRP COMPUTERS LTD","13083663","Active","Private limited company","","","","43999 47190 63990 68100","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","43 47 63 68","2020","12","15","","","","52.4964895","-1.9721454",
"SOW SEEDS SOW LIMITED","10945489","Active","Private limited company","","","","12000","Shop 1/   24-26 Cape Hill Smethwick B66 4RN","B66 4RN","12","2017","9","4","","","","52.48584555","-1.9616725083118682",
"RED STALLION MANAGEMENT LTD","10976013","Active","Private limited company","","","","68209","140 High Street Smethwick B66 3AP","B66 3AP","68","2017","9","21","","","","52.4955864","-1.9709451999999998",
"GEC WHOLESALE LTD","11278581","Active","Private limited company","","","","46499","Nsa House Cornwall Road Smethwick Birmingham B66 2JR","B66 2JR","46","2018","3","27","","","","52.50042","-1.9559",
"BS REAL ESTATE LTD","11599754","Active","Private limited company","","","","68100 68209","352 Beawood Road Bearwood Birmingham B66 4ET","B66 4ET","68 ","2018","10","2","","","","52.4811","-1.96987",
"PRAYA LIMITED","11493531","Active","Private limited company","","","","39000","22 Cornwall Road Smethwick B66 2LF","B66 2LF","39","2018","8","1","","","","52.5001805","-1.9568658",
"TRM SPV LTD","11533611","Active","Private limited company","","","","68100 68209","Fairwood Accountants 517a Hagley Road Smethwick B66 4AX","B66 4AX","68 ","2018","8","23","","","","52.4724348","-1.9678548",
"BHOPS LTD","11550895","Active","Private limited company","","","","56103","140 High Street Smethwick B66 3AP","B66 3AP","56","2018","9","4","","","","52.4955864","-1.9709451999999998",
"NEW ALISHA (CAPE HILL) SUPERMARKET LTD","11573244","Active","Private limited company","","","","47110","Unit 3b Cape Hill Retail Park Smethwick B66 4PH","B66 4PH","47","2018","9","17","","","","52.48612184285714","-1.9565711857142858",
"HERITAGE CAR SALES LTD","11666807","Active","Private limited company","","","","45112","140 High Street Smethwick B66 3AP","B66 3AP","45","2018","11","8","","","","52.4955864","-1.9709451999999998",
"AMROK LIMITED","11676014","Active","Private limited company","","","","46190 46900 47910 47990","300 Bearwood Road Birmingham B66 4HT","B66 4HT","46  47 ","2018","11","13","","","","52.48336","-1.96844",
"HEARTLANDS IMPORTS LTD","11723268","Active","Private limited company","","","","47599","Heartlands House Cranford Street Smethwick B66 2RX","B66 2RX","47","2018","12","12","","","","52.4925783","-1.9477138",
"PJ CHIPPENHAM LTD","12280731","Active","Private limited company","","","","56103","140 High Street Smethwick B66 3AP","B66 3AP","56","2019","10","24","","","","52.4955864","-1.9709451999999998",
"QUENSHEAD FISH BAR LTD","13091231","Active","Private limited company","","","","43999 47190 63990 68100","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","43 47 63 68","2020","12","18","","","","52.4964895","-1.9721454",
"AP GLAZING LIMITED","7334733","Active","Private limited company","","","","47990","Unit H1 80 Rolfe Street Smethwick B66 2AR","B66 2AR","47","2010","8","3","","","","52.4969663","-1.9670548",
"G M S RESCUE & RECOVERY SERVICE LTD","12690504","Active","Private limited company","","","","49420","24 Fawdry Street Smethwick B66 2SD","B66 2SD","49","2020","6","22","","","","52.4933318","-1.9518273",
"ALPHA CORPORATE BRANDING LTD","10862497","Active","Private limited company","","","","13300","Unit 3-4 Moilliett Court Soho Way Smethwick B66 2SU","B66 2SU","13","2017","7","12","","","","52.4948","-1.95366",
"OVERHEAR WELL-BEING CIC","12313873","Active","Private limited by guarantee without share capital","Community Interest Company (CIC)","","","86900 90010 90020","99 Poplar Road Smethwick B66 4AW","B66 4AW","86 90 ","2019","11","13","","","","52.4749932","-1.9675061",
"FAIRY GLITTERS LTD","13493280","Active","Private limited company","","","","47990","Unit 3 E60 Premier House Rolfe Street Smethwick B66 2AA","B66 2AA","47","2021","7","5","","","","52.49698","-1.96857",
"ESSENTIAL'S ASA SERVICES LTD","13495718","Active","Private limited company","","","","86900","49 Argyll Way Smethwick B66 2BQ","B66 2BQ","86","2021","7","6","","","","52.4941971","-1.9498465",
"SUFY TREND LIMITED","13501105","Active","Private limited company","","","","47990","Unit 3 E80 Premier House Rolfe Street Smethwick B66 2AA","B66 2AA","47","2021","7","8","","","","52.49698","-1.96857",
"CELESTINE SECRETS LTD","13507756","Active","Private limited company","","","","47910","1 New Street Smethwick B66 2AJ","B66 2AJ","47","2021","7","13","","","","52.4972787","-1.9635224",
"SYNTRIX LTD","13520181","Active","Private limited company","","","","61900","352 Bearwood Road Birmingham B66 4ET","B66 4ET","61","2021","7","20","","","","52.4811","-1.96987",
"A TO Z SHOPFRONT UK LIMITED","13527368","Active","Private limited company","","","","43320 95290","3m Accountants Unit 3 Premier House Rolfe Street Smethwick B66 2AA","B66 2AA","43 95","2021","7","23","","","","52.49698","-1.96857",
"LBF (B'HAM) LTD","13533793","Active","Private limited company","","","","74300","9 St Georges Drive Smethwick Birmingham B66 1DN","B66 1DN","74","2021","7","27","","","","52.5000799","-1.97072",
"KIM SWEETNESS TOUCH LIMITED","13679894","Active","Private limited company","","","","56290","36a Windmill Lane Smethwick B66 3EU","B66 3EU","56","2021","10","14","","","","52.4900761","-1.9583422",
"SARWAN & SON LTD","13702621","Active","Private limited company","","","","49320","3m Accountants Unit 3 Premier House Rolfe Street Smethwick B66 2AA","B66 2AA","49","2021","10","25","","","","52.49698","-1.96857",
"AMFA SPV LTD","13733222","Active","Private limited company","","","","68100","517a Hagley Road Birmingham B66 4AX","B66 4AX","68","2021","11","9","","","","52.472542","-1.967941",
"ELIDELE LIMITED","13745009","Active","Private limited company","","","","82990 87900","111 Sycamore Road Smethwick B66 4NS","B66 4NS","82 87","2021","11","15","","","","52.4832557","-1.9622247",
"MCG DRIVING LTD","13746467","Active","Private limited company","","","","49410 52219 53201 53202","10 Woodlands Street Smethwick B66 3TF","B66 3TF","49 52 53 ","2021","11","16","","","","52.4903852","-1.9547421",
"TITI TRANS LIMITED","13314326","Active","Private limited company","","","","45112","Nsa House Cornwall Road Smethwick B66 2JR","B66 2JR","45","2021","4","6","","","","52.50042","-1.9559",
"DESSERT JOINT LTD","13624196","Active","Private limited company","","","","56210","140 High Street Smethwick B66 3AP","B66 3AP","56","2021","9","15","","","","52.4955864","-1.9709451999999998",
"CONWON LTD","13649884","Active","Private limited company","","","","47910","Unit 3 G27 Premier House Rolfe Street Smethwick B66 2AA","B66 2AA","47","2021","9","29","","","","52.49698","-1.96857",
"BDS LOCAL STORES LTD","13653481","Active","Private limited company","","","","47110","140 High Street Smethwick B66 3AP","B66 3AP","47","2021","9","30","","","","52.4955864","-1.9709451999999998",
"ZST LIMITED","13663409","Active","Private limited company","","","","68100 68209 68310","89 Shireland Road Smethwick B66 4QJ","B66 4QJ","68  ","2021","10","5","","","","52.484736","-1.9597412",
"JAWED AKHTER TRADING COMPANY LIMITED","13258293","Active","Private limited company","","","","47910","Unit 3 A77 Premier House Rolfe Street Smethwick B66 2AA","B66 2AA","47","2021","3","11","","","","52.49698","-1.96857",
"MAHESH CATERERS LTD","12519480","Active","Private limited company","","","","56210","72 Rolfe Street Smethwick B66 2AR","B66 2AR","56","2020","3","16","","","","52.4969663","-1.9670548",
"S D J PROPERTIES LTD","8924420","Active","Private limited company","","","","41100 68100 68209","The Maltings 2 Anderson Road Bearwood B66 4AR","B66 4AR","41 68 ","2014","3","5","","","","52.4736206","-1.9672507",
"JEWELS CONFERENCE SUITE LIMITED","7517221","Active","Private limited company","","","","96090","171 Rolfe Street Smethwick B66 2AU","B66 2AU","96","2011","2","4","","","","52.4969663","-1.9670548",
"MDS INDUSTRIES LTD","5201475","Active","Private limited company","","","","25120","Booth Street Smethwick B66 2PF","B66 2PF","25","2004","8","10","","","","52.5006802","-1.9519155",
"ASK PROPERTY & INVESTMENTS LTD","13260547","Active","Private limited company","","","","68100 68209","1-3 Bridge Street North Smethwick B66 2BZ","B66 2BZ","68 ","2021","3","11","","","","52.4986593","-1.9618865",
"OPTIMAL FOODS LTD","13263046","Active","Private limited company","","","","47240 47290 47760 56290","70-72 Shireland Road Smethwick B66 4RQ","B66 4RQ","47   56","2021","3","12","","","","52.484736","-1.9597412",
"APTECH SOLUTIONS LIMITED","10681836","Active","Private limited company","","","","46420 46520 49410 78200","Unit 3 Premier House Rolfe Street Smethwick B66 2AA","B66 2AA","46  49 78","2017","3","21","","","","52.49698","-1.96857",
"ELITE GRP LTD","13017141","Active","Private limited company","","","","43999 49410 62012 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","43 49 62 63","2020","11","13","","","","52.4964895","-1.9721454",
"POLAR COMPUTERS LTD","13016856","Active","Private limited company","","","","43999 49410 62012 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","43 49 62 63","2020","11","13","","","","52.4964895","-1.9721454",
"NORWOOD COURIERS LTD","13018206","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","11","13","","","","52.4964895","-1.9721454",
"AJAX SOFTWARE LTD","13018089","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","11","13","","","","52.4964895","-1.9721454",
"PRP PROJECTS LTD","13018142","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","11","13","","","","52.4964895","-1.9721454",
"MBS EXPRESS LTD","13018147","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","11","13","","","","52.4964895","-1.9721454",
"NHK SOFTWARE LTD","13018212","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","11","13","","","","52.4964895","-1.9721454",
"LICHFIELD PJ LTD","10673655","Active","Private limited company","","","","56103","140 High Street Smethwick B66 3AP","B66 3AP","56","2017","3","16","","","","52.4955864","-1.9709451999999998",
"BAD APPLE HAIR STAFFORD LIMITED","11241623","Active","Private limited company","","","","96020","352 Bearwood Road Bearwood Birmingham B66 4ET","B66 4ET","96","2018","3","8","","","","52.4811","-1.96987",
"ILLUSIONSIGN LIMITED","8710616","Active","Private limited company","","","","18129","34a Mornington Road Smethwick B66 2JE","B66 2JE","18","2013","9","30","","","","52.5022365","-1.9614172",
"ILLUSIONPRINT LIMITED","8626290","Active","Private limited company","","","","18129","34 Mornington Road Smethwick B66 2JE","B66 2JE","18","2013","7","26","","","","52.5022365","-1.9614172",
"PENDRE CAFE LTD","9291171","Active","Private limited company","","","","56102","496-498 Bearwood Road Smethwick B66 4HB","B66 4HB","56","2014","11","3","","","","52.47773409090908","-1.9708644545454546",
"PAINT PLANT SERVICES LIMITED","8245615","Active","Private limited company","","","","33120","103 Middlemore Road Middlemore Industrial Estate Smethwick B66 2EP","B66 2EP","33","2012","10","9","","","","52.50514405","-1.95896405",
"LIONGATE COURIERS LTD","13004967","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","11","9","","","","52.4964895","-1.9721454",
"FORTIS DEVELOPMENTS WM LTD","13005985","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","11","9","","","","52.4964895","-1.9721454",
"AJAX CONSTRUCTION WM LTD","13005978","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","11","9","","","","52.4964895","-1.9721454",
"BAD APPLE HAIR SOLIHULL LTD","9230159","Active","Private limited company","","","","96020","352 Bearwood Road Bearwood Birmingham B66 4ET","B66 4ET","96","2014","9","23","","","","52.4811","-1.96987",
"TRANSFLEET COURIERS LTD","13005975","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","11","9","","","","52.4964895","-1.9721454",
"HAMILTON SYSTEMS WM LTD","13005974","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","11","9","","","","52.4964895","-1.9721454",
"HERITAGE TAXI LTD","13006261","Active","Private limited company","","","","43999 49390 62012 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","43 49 62 63","2020","11","9","","","","52.4964895","-1.9721454",
"MANSFIELD EXPRESS LTD","13006225","Active","Private limited company","","","","43999 49410 62012 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","43 49 62 63","2020","11","9","","","","52.4964895","-1.9721454",
"BHX CONSTRUCTION LIMITED","12310463","Active","Private limited company","","","","41100 41201 41202 42220","105a St. Pauls Road Smethwick B66 1EY","B66 1EY","41   42","2019","11","12","","","","52.5000309","-1.9819428",
"HB LOGISTICS MIDS LTD","11387441","Active","Private limited company","","","","52219","140 High Street Smethwick B66 3AP","B66 3AP","52","2018","5","30","","","","52.4955864","-1.9709451999999998",
"LADY LIBATION LTD","11067920","Active","Private limited company","","","","56302","60 The Office Suffrage Street Smethwick B66 3PZ","B66 3PZ","56","2017","11","16","","","","52.48973","-1.96013",
"HVVM HOLDINGS LTD","11502271","Active","Private limited company","","","","86230","The Maltings 2 Anderson Road Bearwood Birmingham B66 4AR","B66 4AR","86","2018","8","6","","","","52.47356","-1.96761",
"WESTMINSTER DIGITAL SYSTEMS LTD","13004699","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","11","9","","","","52.4964895","-1.9721454",
"MARSHALL SOFTWARE LTD","13004707","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","11","9","","","","52.4964895","-1.9721454",
"EMBSAY LIMITED","12127811","Active","Private limited company","","","","62020","60 John Brooks Avenue Smethwick B66 3DN","B66 3DN","62","2019","7","29","","","","52.4929555","-1.9657213",
"NAVEED HASSAN CONSULTANTS LTD","12277302","Active","Private limited company","","","","70229","290 Montague Road Montague Road Smethwick Birmingham B66 4PJ","B66 4PJ","70","2019","10","23","","","","52.48266","-1.95591",
"ABB SOLUTIONS LTD","12905954","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","9","25","","","","52.4964895","-1.9721454",
"EACTUATE LIMITED","12847870","Active","Private limited company","","","","47990","Unit 3 A15 Premier House Rolfe Street Smethwick B66 2AA","B66 2AA","47","2020","8","31","","","","52.49698","-1.96857",
"PROFESSIONAL REFRIGERATION LTD","9881427","Active","Private limited company","","","","33200","10-12 Waterloo Road Smethwick B66 4JW","B66 4JW","33","2015","11","20","","","","52.4858539","-1.962769",
"ELECABLE MAN LIMITED","10228477","Active","Private limited company","","","","71129","1 Hidden Lock Smethwick B66 2EX","B66 2EX","71","2016","6","13","","","","52.50027680000001","-1.9637156",
"WDR PROPERTY MAINTENANCE LTD","11829007","Active","Private limited company","","","","43290","140 High Street Smethwick B66 3AP","B66 3AP","43","2019","2","15","","","","52.4955864","-1.9709451999999998",
"BAKERFIELD IT LTD","12815635","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","8","16","","","","52.4964895","-1.9721454",
"A. GAYDEN (PROPERTIES) LIMITED","1098619","Active","Private limited company","","","","68100","126 Oldbury Road Smethwick B66 1JE","B66 1JE","68","1973","2","26","","","","52.5017189","-1.9812311",
"BAKERSFIELD SOFTWARE LTD","12906034","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","9","25","","","","52.4964895","-1.9721454",
"SANDWELL ASIAN FAMILY SUPPORT SERVICE LIMITED","4258543","Active","Private limited by guarantee without share capital","","","","88100 88990","Safs Windmill Community Centre Messenger Road Smethwick B66 3DX","B66 3DX","88 ","2001","7","25","","","","52.49430577777778","-1.9567458333333336",
"BAKERSFIELD COMPUTERS LTD","12861041","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","9","7","","","","52.4964895","-1.9721454",
"AST COURIERS LTD","12814862","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","8","14","","","","52.4964895","-1.9721454",
"MENTAL HEALTH RECRUITMENT LTD.","11809916","Active","Private limited company","","","","78109 78200","51 Downing Street Smethwick B66 2PP","B66 2PP","78 ","2019","2","6","","","","52.5015291","-1.9556438",
"HERITAGE SUITE LIMITED","8392022","Active","Private limited company","","","","68202","142 High Street Smethwick Warley B66 3AP","B66 3AP","68","2013","2","7","","","","52.4955864","-1.9709451999999998",
"ELECTUS GLOBAL EDUCATION COMPANY LIMITED","10015164","Active","Private limited company","","","","85590","The Maltings 2 Anderson Road Anderson Road Smethwick B66 4AR","B66 4AR","85","2016","2","19","","","","52.4736206","-1.9672507",
"SMETHWICK RED COW LTD","10014093","Active","Private limited company","","","","56302","140 High Street Smethwick B66 3AP","B66 3AP","56","2016","2","18","","","","52.4955864","-1.9709451999999998",
"HVJK HOLDINGS LTD","13046114","Active","Private limited company","","","","41100","The Maltings 2 Anderson Road Bearwood Birmingham B66 4AR","B66 4AR","41","2020","11","26","","","","52.47356","-1.96761",
"FURNICO VILLAGE LTD","10606290","Active","Private limited company","","","","47599","Unite 3 Halberton Street Smethwick B66 2QP","B66 2QP","47","2017","2","7","","","","52.4885904","-1.9477432",
"ASP PROPERTY INVESTMENTS LIMITED","11207153","Active","Private limited company","","","","68209","Aqua House Buttress Way Smethwick B66 3DL","B66 3DL","68","2018","2","15","","","","52.49612","-1.96681",
"RAPID PRIME CARE LIMITED","9798557","Active","Private limited company","","","","78200","472a Bearwood Road Smethwick B66 4HA","B66 4HA","78","2015","9","28","","","","52.4891076","-1.9666896",
"CASH HOME LIMITED","13034097","Active","Private limited company","","","","68100","The Maltings 2 Anderson Road Bearwood Birmingham B66 4AR","B66 4AR","68","2020","11","20","","","","52.47356","-1.96761",
"NEFELI ENTERPRISES LTD","11337327","Active","Private limited company","","","","72200 85600 86210 86220","44 Crown Street Cape Hill Smethwick B66 4SP","B66 4SP","72 85 86 ","2018","4","30","","","","52.48575","-1.95372",
"TRANTON UK LIMITED","5694992","Active","Private limited company","","","","68209 82990","The Maltings 2 Anderson Road Bearwood B66 4AR","B66 4AR","68 82","2006","2","2","","","","52.4736206","-1.9672507",
"SEERA PROPERTIES LIMITED","12701122","Active","Private limited company","","","","68209","Pioneer House Alma Street Smethwick Warley B66 2RL","B66 2RL","68","2020","6","29","","","","52.49514","-1.95318",
"LITANY ACCOUNTING LTD.","9985993","Active","Private limited company","","","","69202","31 Thomas Street Smethwick B66 3RA","B66 3RA","69","2016","2","3","","","","52.4933363","-1.9574459",
"VS ONE GROUP LIMITED","11803856","Active","Private limited company","","","","18129","81 Rabone Lane Smethwick B66 3JH","B66 3JH","18","2019","2","4","","","","52.4965785","-1.9614832",
"ANUR LOGISTICS LTD","12288864","Active","Private limited company","","","","53100","15 Gibson Drive Smethwick B66 1RW","B66 1RW","53","2019","10","30","","","","52.4983664","-1.9677659",
"NOVO INTERNATIONAL LIMITED","10495071","Active","Private limited company","","","","82990","Bb House Halfords Lane Smethwick B66 1BU","B66 1BU","82","2016","11","24","","","","52.50515","-1.96905",
"OLD TALBOT LIMITED","10453946","Active","Private limited company","","","","56290 56302","144 High Street Smethwick B66 3AP","B66 3AP","56 ","2016","10","31","","","","52.4955864","-1.9709451999999998",
"MCKENZIE 75 LTD","8686004","Active","Private limited company","","","","96090","18 Drake Road Smethwick B66 1TF","B66 1TF","96","2013","9","11","","","","52.5027725","-1.9861799",
"FW HOLDING (BIR) LIMITED","13298923","Active","Private limited company","","","","68100 68209","517a Hagley Road Smethwick B66 4AX","B66 4AX","68 ","2021","3","29","","","","52.472542","-1.967941",
"ANDVIC CIVILS LTD","11101879","Active","Private limited company","","","","42990","9 Unett Street Smethwick B66 3SW","B66 3SW","42","2017","12","7","","","","52.4898026","-1.9536352",
"SRHS CONSULTANCY LIMITED","11932791","Active","Private limited company","","","","86220","The Maltings 2 Anderson Road Bearwood Birmingham B66 4AR","B66 4AR","86","2019","4","8","","","","52.47356","-1.96761",
"RUPI'S HAIR & BEAUTY PRODUCTS LTD","6115510","Active","Private limited company","","","","96020","92 High Street Smethwick B66 1AQ","B66 1AQ","96","2007","2","19","","","","52.4964895","-1.9721454",
"CYBEX SERVICES LTD","13218113","Active","Private limited company","","","","47910","Unit 3 A64 Premier House Rolfe Street Smethwick B66 2AA","B66 2AA","47","2021","2","23","","","","52.49698","-1.96857",
"TAMIR WYNE LIMITED","13222909","Active","Private limited company","","","","47910","Unit 3 A59 Premier House Rolfe Street Smethwick B66 2AA","B66 2AA","47","2021","2","24","","","","52.49698","-1.96857",
"MEGADEALSUK LIMITED","11082185","Active","Private limited company","","","","82990","11 Ashley Road Smethwick B66 3TL","B66 3TL","82","2017","11","24","","","","52.4897261","-1.9522772",
"VEGGIE HUT SMETHWICK LTD","12451238","Active","Private limited company","","","","56103","273 High Street Smethwick B66 3NJ","B66 3NJ","56","2020","2","10","","","","52.4918712","-1.9681852",
"PAGAN HAIRDRESSING LTD","6338766","Active","Private limited company","","","","82990","124 Poplar Road Smethwick B66 4AP","B66 4AP","82","2007","8","9","","","","52.472809","-1.968273",
"CHE SOFTWARE LTD","12783138","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","7","31","","","","52.4964895","-1.9721454",
"CORNING SOLUTIONS LTD","12803715","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","8","10","","","","52.4964895","-1.9721454",
"MNC DIGITAL SYSTEMS LTD","12976501","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","10","27","","","","52.4964895","-1.9721454",
"QPR IT LTD","12976085","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","10","27","","","","52.4964895","-1.9721454",
"QPR EXPRESS LTD","12972296","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","10","23","","","","52.4964895","-1.9721454",
"SANFORD TRANSPORT LTD","12967244","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","10","22","","","","52.4964895","-1.9721454",
"BOTB COMPUTERS LTD","12919246","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","10","1","","","","52.4964895","-1.9721454",
"PORTERVILLE IT LTD","12969576","Active","Private limited company","","","","42990 49410 62090 63990","The Toll House 115 High Street Smethwick B66 1AA","B66 1AA","42 49 62 63","2020","10","22","","","","52.4964895","-1.9721454",
