"company_name","company_number","company_status","company_type","company_subtype","removed_date","registered_date","nature_of_business","registered_office_address","postcode","sectorCodes","incorporation_year","incorporation_month","incorporation_day","dissolution_year","dissolution_month","dissolution_day","Latitude","Longitude"
"TRUTH FOODS LIMITED","14370260","Active","Private limited company","","","","10860","Unit 1 Gregston Estate Birmingham Road Oldbury B69 4EX","B69 4EX","10","2022","9","22","","","","52.50269516666666","-2.0096215",
"JUNCTION 2 HOLDINGS LIMITED","14782291","Active","Private limited company","","","","64209","870 Wolverhampton Road Oldbury Warley B69 4RS","B69 4RS","64","2023","4","5","","","","52.487718","-2.017518",
"INPOWER LIMITED","14892149","Active","Private limited company","","","","47290","Flat 18 The Hub Stone Street Oldbury B69 4JT","B69 4JT","47","2023","5","24","","","","52.50155517241379","-2.0138380000000002",
"SF ENGINEERING LTD","14793271","Active","Private limited company","","","","25990","78 Birmingham Street Oldbury B69 4EB","B69 4EB","25","2023","4","11","","","","52.50269516666666","-2.0096215",
"BIKANER LIMITED","14664716","Active","Private limited company","","","","56290","92 Ashtree Road Tividale Oldbury B69 2HH","B69 2HH","56","2023","2","15","","","","52.506486","-2.0364622",
"NASH ROB LIMITED","14773179","Active","Private limited company","","","","47990","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2023","3","31","","","","52.50248471428571","-2.0258485714285714",
"E CROWN PACKAGING LTD","14773820","Active","Private limited company","","","","46900","Unit 3 Upper Chapel Street Tividale Oldbury B69 2HS","B69 2HS","46","2023","4","1","","","","52.5148137","-2.0460561",
"AW ECO INSTALLATION LTD","15345198","Active","Private limited company","","","","43290 74909","42 Wheatsheaf Road Tividale Oldbury B69 1SW","B69 1SW","43 74","2023","12","12","","","","52.50462","-2.054175",
"ABBAS PARCELS LTD","15345277","Active","Private limited company","","","","49410","76 Dingle Street Oldbury B69 2DY","B69 2DY","49","2023","12","12","","","","52.5043186","-2.0306993",
"VICTOR EPHRAIMS LTD","14494537","Active","Private limited company","","","","62020","100 Bhullar Way Oldbury B69 2GL","B69 2GL","62","2022","11","20","","","","52.5078171","-2.0340242",
"EARLS GYMNASTICS CLUB LTD","14504771","Active","Private limited by guarantee without share capital","","","","93120","1 Wharfside Oldbury B69 2BU","B69 2BU","93","2022","11","24","","","","52.50211661538462","-2.0275901538461536",
"THE LITTLE BANGLA SERVICES LIMITED","14568891","Active","Private limited company","","","","96090","23/B Langley High Street Oldbury B69 4SN","B69 4SN","96","2023","1","4","","","","52.491594","-2.012697",
"LYUJJWQ LTD","15347330","Active","Private limited company","","","","46420 47910","29 Peel Way Tividale Oldbury B69 3JX","B69 3JX","46 47","2023","12","13","","","","52.5136108","-2.037083",
"DARK BERRY ENTERPRISE GROUP LTD","15220804","Active","Private limited company","","","","64203 64209","11 Astle Drive Oldbury B69 3FG","B69 3FG","64 ","2023","10","18","","","","52.5107505","-2.0261525",
"UKF MERCHANTS LTD","14489720","Active","Private limited company","","","","46900","63 Theodore Close Oldbury B69 3EF","B69 3EF","46","2022","11","16","","","","52.5120286","-2.0273148",
"SPORT 360 AGENCY LIMITED","15326007","Active","Private limited company","","","","70229 82990 93199","19 Pumphouse Way Oldbury B69 4TJ","B69 4TJ","70 82 93","2023","12","4","","","","52.4879248","-2.0162695",
"1ST CHOICE OUTLET LTD","13845859","Active","Private limited company","","","","47910","25 Pumphouse Way Oldbury Birmingham B69 4TJ","B69 4TJ","47","2022","1","13","","","","52.48792","-2.01654",
"RETRO GENERATION LIMITED","15330268","Active","Private limited company","","","","46510","38 Flash Road Oldbury B69 4AE","B69 4AE","46","2023","12","5","","","","52.5030628","-2.0116829",
"ESTY HEALTHCARE LIMITED","14435302","Active","Private limited company","","","","84120","11 West Bromwich Street Oldbury B69 3FJ","B69 3FJ","84","2022","10","21","","","","52.5077157","-2.0180501",
"DIVINE HELPERS BUILDERS UK LTD","14993789","Active","Private limited company","","","","41201 41202","39 Birmingham Street Oldbury B69 4DY","B69 4DY","41 ","2023","7","10","","","","52.50299816666668","-2.014273166666667",
"BED FRAME WAREHOUSE LIMITED","13995523","Active","Private limited company","","","","31090","Unit 14 16 The Springfield Estate Manchester Street Oldbury B69 4HH","B69 4HH","31","2022","3","22","","","","52.50087","-2.00653",
"GOOD FAITH UK RECRUITMENT LTD","14993819","Active","Private limited company","","","","78109 78200","39 Birmingham Street Oldbury B69 4DY","B69 4DY","78 ","2023","7","10","","","","52.50299816666668","-2.014273166666667",
"D&B ESCAPES LIMITED","13866543","Active","Private limited company","","","","68209","3b Swallowfield Courtyard Wolverhampton Road Oldbury West Midlands B69 2JG","B69 2JG","68","2022","1","24","","","","52.49494","-2.027",
"GLOBAL MANUFACTURING CONSULTANTS LTD","14001891","Active","Private limited company","","","","70229","9 The Lenches Shelsley Avenue Oldbury B69 1BF","B69 1BF","70","2022","3","25","","","","52.48974","-2.03094",
"EXISTANCE APPAREL LTD","14124960","Active","Private limited company","","","","46420","28 Borough Crescent Oldbury B69 1AJ","B69 1AJ","46","2022","5","23","","","","52.4894796","-2.0292296",
"ECIT EXPERT LTD","14091449","Active","Private limited company","","","","62020 62030","32 Bhullar Way Oldbury B69 2GL","B69 2GL","62 ","2022","5","6","","","","52.50680033333333","-2.034287",
"4ADMIN LTD","15449473","Active","Private limited company","","","","62012","12a Church Street Oldbury B69 3AD","B69 3AD","62","2024","1","29","","","","52.50420345454545","-2.015820727272727",
"STEEL DOOR COMPANY LTD","14622460","Active","Private limited company","","","","43342","Unit 14 Gregston Industrial Estate Birmingham Road Oldbury B69 4EX","B69 4EX","43","2023","1","27","","","","52.50269516666666","-2.0096215",
"THE HEATH BOOKSHOP LTD","13958629","Active","Private limited company","","","","47610","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2022","3","6","","","","52.50248471428571","-2.0258485714285714",
"BRENAN WESTON LIMITED","14630526","Active","Private limited company","","","","74909","3b Swallowfield Courtyard Wolverhampton Road Oldbury B69 2JG","B69 2JG","74","2023","2","1","","","","52.49494","-2.027",
"JASKARAN TRADERS LIMITED","14574124","Active","Private limited company","","","","41201 41202","172 Dudley Road East Oldbury B69 3DS","B69 3DS","41 ","2023","1","6","","","","52.50864615384615","-2.026512076923077",
"ELISIUM PROPERTIES LTD","15458544","Active","Private limited company","","","","68100","35 Fairway Avenue Tividale Oldbury B69 1SU","B69 1SU","68","2024","2","1","","","","52.5061882","-2.0536249",
"DOG DRIP LTD","14591406","Active","Private limited company","","","","99999","Flat 2 Laing House Martley Road Oldbury B69 1ED","B69 1ED","99","2023","1","13","","","","52.49362","-2.03304",
"METAFREELANCER LIMITED","13866820","Active","Private limited company","","","","62020","399 Titford Road Oldbury B69 4QW","B69 4QW","62","2022","1","24","","","","52.4919355","-2.015184181818182",
"MZA LABEL LTD","13858499","Active","Private limited company","","","","47710","Unit 4 Juntion 2 Industrial Estate Demuth Way Oldbury B69 4LT","B69 4LT","47","2022","1","19","","","","52.49461","-2.01924",
"L10Z LTD","14608472","Active","Private limited company","","","","15200 46420 47721","22 Cotswold Close Oldbury B69 1FB","B69 1FB","15 46 47","2023","1","21","","","","52.4916956","-2.0278034",
"NEW MIND COACHING AND MENTORSHIP LTD","14625867","Active","Private limited company","","","","96090","9 Keir Hardie Walk Tividale Oldbury B69 3LN","B69 3LN","96","2023","1","30","","","","52.5127671","-2.0340165",
"AESTHETICS BY EL LTD","14377786","Active","Private limited company","","","","86900","59 Mill Lane Oldbury B69 4SW","B69 4SW","86","2022","9","26","","","","52.491594","-2.012697",
"REUBENDELIVERY95 LTD","15308974","Active","Private limited company","","","","52290","27 Alexandra Way Oldbury B69 2LX","B69 2LX","52","2023","11","27","","","","52.513759100000016","-2.06025146",
"KALSILVIA LIMITED","13933746","Active","Private limited company","","","","47710","17 Bromford Road Oldbury B69 4BH","B69 4BH","47","2022","2","22","","","","52.508756","-2.012847",
"MZ INT LTD","14353341","Active","Private limited company","","","","32120 46480","Flat 90 Darley House Wallace Close Oldbury B69 1HT","B69 1HT","32 46","2022","9","13","","","","52.49662","-2.03459",
"KEWAL PROPERTY LLP","OC449325","Active","Limited liability partnership","","",""," ","141 Newbury Lane Oldbury B69 1HE","B69 1HE","","2023","9","30","","","","52.497013","-2.031722",
"RK HALAL MEAT UK LTD","15177277","Active","Private limited company","","","","46320","47 Dudley Road West Tividale Oldbury B69 2HT","B69 2HT","46","2023","9","30","","","","52.513418","-2.0465999374999995",
"DOLLU'S DELIVERIES LTD","15182290","Active","Private limited company","","","","49410","1 Middlefield Road Tividale Oldbury B69 1SA","B69 1SA","49","2023","10","2","","","","52.5050722","-2.0571079",
"FRANCIS SCOTT LIMITED","15189873","Active","Private limited company","","","","47990","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2023","10","5","","","","52.50248471428571","-2.0258485714285714",
"ADS WALL BINDER LTD","15191509","Active","Private limited company","","","","43330","Unit C Portway Road Oldbury B69 2BZ","B69 2BZ","43","2023","10","5","","","","52.500866625","-2.0199812500000003",
"RESIDENTIAL HOME LIFTS LTD","15215415","Active","Private limited company","","","","43290","Elevator Cabin Britannia Street Tividale B69 2PG","B69 2PG","43","2023","10","17","","","","52.51455","-2.0455899",
"STUGAN ECONOMY LIMITED","15218256","Active","Private limited company","","","","69201","House 19 Mallard Drive Oldbury Birmingham B69 4QU","B69 4QU","69","2023","10","18","","","","52.48587","-2.01823",
"UNISPHERE GROUP LTD","15228166","Active","Private limited company","","","","46390 47910 52103 79110","Unit 31 Fountain Business Park Fountain Lane Birmingham B69 3BH","B69 3BH","46 47 52 79","2023","10","23","","","","52.50894","-2.0164399",
"FIREWORKS ROBERTO LIMITED","15229082","Active","Private limited company","","","","46180 46190","82 Tividale Road Oldbury Birmingham B69 2LG","B69 2LG","46 ","2023","10","23","","","","52.513759100000016","-2.06025146",
"CHICKINZA LTD","14795648","Active","Private limited company","","","","56103 62020 78300 96090","51 Wheatsheaf Road Oldbury B69 1SL","B69 1SL","56 62 78 96","2023","4","12","","","","52.50462","-2.054175",
"BB CUSTOM LANDSCAPES LTD","15200868","Active","Private limited company","","","","81300","36 Baldwin Close 36 Baldwin Close Tividale B69 3JG","B69 3JG","81","2023","10","10","","","","52.515224","-2.0367873",
"NPIQ LTD","15284724","Active","Private limited company","","","","74901","63 Mckean Road Oldbury B69 4AU","B69 4AU","74","2023","11","14","","","","52.5075786","-2.0121779",
"TALA PROPERTIES LTD","15295670","Active","Private limited company","","","","64209 68100","1 Timothy Road Tividale Oldbury B69 1NS","B69 1NS","64 68","2023","11","20","","","","52.5033311","-2.0378388",
"MAGELLANIFFX LTD","15174557","Active","Private limited company","","","","47190","59 Mc Kean Rd Oldbury B69 4AU","B69 4AU","47","2023","9","29","","","","52.5075","-2.01241",
"RASHIE786 LIMITED","15185713","Active","Private limited company","","","","46499","Temple Way 102 Temple Way 102 Oldbury B69 3JR","B69 3JR","46","2023","10","4","","","","52.5019033","-1.9849399",
"RKP SERVICES LTD","15212832","Active","Private limited company","","","","86900","398 City Road Tividale Oldbury B69 1QZ","B69 1QZ","86","2023","10","16","","","","52.505296","-2.044773",
"PAULATPUBCO LTD","15226787","Active","Private limited company","","","","56302","10 Underhill Walk Oldbury B69 4SA","B69 4SA","56","2023","10","22","","","","52.49175","-2.01065",
"LEZZET ISTANBUL LTD","14957875","Active","Private limited company","","","","56103","46 Brades Road Oldbury B69 2ET","B69 2ET","56","2023","6","24","","","","52.50541","-2.028775",
"PAILEY ELECTRICAL SERVICES LIMITED","15248746","Active","Private limited company","","","","43210","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","43","2023","10","31","","","","52.50248471428571","-2.0258485714285714",
"OAKLÉY CONSTRUCTION & MAINTENANCE LTD","15260519","Active","Private limited company","","","","41202","155 Badsey Road Oldbury B69 1BX","B69 1BX","41","2023","11","4","","","","52.4929216","-2.0353255",
"YASEEN CONSULTANCY LTD","15277864","Active","Private limited company","","","","69201 69202","12 Mill Lane Oldbury B69 4SW","B69 4SW","69 ","2023","11","13","","","","52.491594","-2.012697",
"CIOBY CLEANING LTD","15278841","Active","Private limited company","","","","81210","25 Twydale Avenue Tividale Oldbury B69 2HP","B69 2HP","81","2023","11","13","","","","52.5128291","-2.045804",
"ELY-BRIA LIMITED","15281688","Active","Private limited company","","","","41202 49410 81210","63 Birchfield Lane Oldbury B69 2AZ","B69 2AZ","41 49 81","2023","11","13","","","","52.4947139","-2.0202703",
"SMILE STYLE EVENTS LTD","15287163","Active","Private limited company","","","","56210 59200","3 Sorrel Close Tividale Oldbury B69 2HZ","B69 2HZ","56 59","2023","11","15","","","","52.5150979","-2.048666",
"MARVELS TECH LTD","15292351","Active","Private limited company","","","","62090","14 Cotswold Close Oldbury B69 1FB","B69 1FB","62","2023","11","17","","","","52.4916956","-2.0278034",
"MOM DAUGHTERS LTD","15299045","Active","Private limited company","","","","74990","46 Brades Road Oldbury B69 2ET","B69 2ET","74","2023","11","21","","","","52.50541","-2.028775",
"INNERCHI LTD","15300584","Active","Private limited company","","","","49410 52243 52290","44 Red Lion Close Tividale Oldbury B69 1XF","B69 1XF","49 52 ","2023","11","21","","","","52.5085813","-2.0591413",
"FREELANCECADS LTD","15305131","Active","Private limited company","","","","71111","330 Birchfield Lane Oldbury B69 1AE","B69 1AE","71","2023","11","23","","","","52.489049","-2.026657",
"SMITH JOSHUA LIMITED","14535762","Active","Private limited company","","","","47990","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2022","12","12","","","","52.50248471428571","-2.0258485714285714",
"KANYASO LIMITED","14528208","Active","Private limited company","","","","86102","52 Peel Way Tividale Oldbury B69 3JX","B69 3JX","86","2022","12","7","","","","52.5136108","-2.037083",
"OLDBURY MOT TESTING STATION LIMITED","13946881","Active","Private limited company","","","","45200","Unit 1 Bridge Street Oldbury B69 4BT","B69 4BT","45","2022","3","1","","","","52.50376","-2.0094323",
"BURRLUCK R LIMITED","14265001","Active","Private limited company","","","","47990","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2022","7","29","","","","52.50248471428571","-2.0258485714285714",
"SAMRA & SONS LTD","14555703","Active","Private limited company","","","","49410","46 Summerton Road Oldbury B69 2GF","B69 2GF","49","2022","12","23","","","","52.5080751","-2.0303635",
"ECO HEAT CARE LIMITED","14448325","Active","Private limited company","","","","43220","38 Titford Road Oldbury B69 4QA","B69 4QA","43","2022","10","27","","","","52.4919355","-2.015184181818182",
"CRAWFORD TECHNOLOGY CONSULTING LTD","15387560","Active","Private limited company","","","","62020","3b Swallowfield Courtyard Wolverhampton Road Oldbury B69 2JG","B69 2JG","62","2024","1","4","","","","52.49494","-2.027",
"CONSTRUCTION 24/7 U.K. LIMITED","15393710","Active","Private limited company","","","","43999","66 Longbank Road Tividale Oldbury B69 1JY","B69 1JY","43","2024","1","6","","","","52.5041009","-2.039099",
"LDVELOPMENT LTD","15379595","Active","Private limited company","","","","94990","39 Century Road Oldbury B69 4AW","B69 4AW","94","2024","1","1","","","","52.5071805","-2.0133588",
"C.M. MOTOR SERVICES LIMITED","15394123","Active","Private limited company","","","","71122","95 Ashtree Road Oldbury B69 2HH","B69 2HH","71","2024","1","7","","","","52.506486","-2.0364622",
"ASHFORD COURT (ASHFORD CARBONEL) MANAGEMENT COMPANY LIMITED","15368714","Active","Private limited by guarantee without share capital","","","","98000","Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","98","2023","12","22","","","","52.50248471428571","-2.0258485714285714",
"ZAP COURIER U.K. LIMITED","13839193","Active","Private limited company","","","","53201","68 Ivy House Road Oldbury B69 1HG","B69 1HG","53","2022","1","10","","","","52.4977512","-2.0320373",
"ROTALA GROUP LTD","15030861","Active","Private limited company","","","","49319","Rotala Group Headquarters Cross Quays Business Pa Hallbridge Way Tividale Oldbury B69 3HW","B69 3HW","49","2023","7","26","","","","52.51634","-2.0461999",
"CHAMBERS A LIMITED","14603167","Active","Private limited company","","","","47990","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2023","1","19","","","","52.50248471428571","-2.0258485714285714",
"MBH BUILDING LTD","14445710","Active","Private limited company","","","","43999","Room 4 8 Birmingham Road Oldbury B69 4ED","B69 4ED","43","2022","10","26","","","","52.50269516666666","-2.0096215",
"MIDLANDS CHERRY ESTATES LIMITED","14056415","Active","Private limited company","","","","68209","69 Oakthorpe Gardens Tividale Oldbury B69 2LF","B69 2LF","68","2022","4","20","","","","52.513759100000016","-2.06025146",
"BRAM HEALTH CARE GROUP LIMITED","14550166","Active","Private limited company","","","","84120","19 Ashtree Road Tividale Oldbury B69 2HD","B69 2HD","84","2022","12","20","","","","52.506486","-2.0364622",
"HAR-KIRAT CONSULTANCY LTD","14574686","Active","Private limited company","","","","82990","29 Redwood Drive Tividale Oldbury B69 2HY","B69 2HY","82","2023","1","6","","","","52.5151117","-2.0476327",
"PREMIER DRIVING SCHOOL LIMITED","13852446","Active","Private limited company","","","","85530","41 Campbell Bannerman Way Oldbury B69 3NE","B69 3NE","85","2022","1","17","","","","52.5149357","-2.0315257",
"ZENITH SUPPLY CHAIN SOLUTIONS LIMITED","13996559","Active","Private limited company","","","","31090","Unit 14 16 The Springfield Estate Manchester Street Oldbury B69 4HH","B69 4HH","31","2022","3","23","","","","52.50087","-2.00653",
"MAMBA CORP LTD","14007273","Active","Private limited company","","","","41201 43999","11 Kellner Gardens Oldbury B69 3DX","B69 3DX","41 43","2022","3","28","","","","52.50764","-2.0137",
"SWYFT MEDICAL SERVICES LTD","14397279","Active","Private limited company","","","","86900","Flat 9 The Moorings Oldbury B69 2DD","B69 2DD","86","2022","10","4","","","","52.5069815","-2.0269453",
"K AND K LOGISTICS LIMITED","14403581","Active","Private limited company","","","","49410","Flat 5 Richards House Kempsey Close Oldbury B69 1BN","B69 1BN","49","2022","10","7","","","","52.48915","-2.03084",
"LICHFIELD SOUTH MANAGEMENT COMPANY LIMITED","14510899","Active","Private limited by guarantee without share capital","","","","98000","Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","98","2022","11","28","","","","52.50248471428571","-2.0258485714285714",
"SOMAL TRANSPORT LTD","15369088","Active","Private limited company","","","","49410","11 Wilson Drive Tividale Oldbury B69 3NF","B69 3NF","49","2023","12","23","","","","52.5170575","-2.0418644",
"JFH MEDIA LIMITED","14426836","Active","Private limited company","","","","61900 93199","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","61 93","2022","10","18","","","","52.50248471428571","-2.0258485714285714",
"CHJR TRADING CO LTD","14512929","Active","Private limited company","","","","47910","Unit 7a Oldbury Point Rood End Road Tipton B69 4HT","B69 4HT","47","2022","11","29","","","","52.4975978","-2.0009541",
"NUMAKH LIMITED","14722841","Active","Private limited company","","","","56210","129a Pool Lane Oldbury B69 4QS","B69 4QS","56","2023","3","10","","","","52.4919355","-2.015184181818182",
"P T S UK PROPERTIES LTD","13894892","Active","Private limited company","","","","68100","26 Poplar Road Oldbury B69 4AR","B69 4AR","68","2022","2","4","","","","52.5067622","-2.0136638",
"JASWAL HOME IMPROVEMENT LTD","13904440","Active","Private limited company","","","","43390","14 Macmillan Close Tividale Oldbury B69 3JT","B69 3JT","43","2022","2","9","","","","52.5162158","-2.0409589",
"THANKS FOR HELP LTD","14546707","Active","Private limited company","","","","43290","Flat 66 Darley House Wallace Close Oldbury B69 1HT","B69 1HT","43","2022","12","17","","","","52.49662","-2.03459",
"LEGACY BREAKDOWN AND RECOVERY LTD","14500814","Active","Private limited company","","","","49410","Unit 3 Langley Maltings Western Rd Oldbury B69 4LY","B69 4LY","49","2022","11","23","","","","52.4921","-2.00751",
"BABY KAUR LTD","15371913","Active","Private limited company","","","","47110","48 Temple Way Tividale Oldbury B69 3JN","B69 3JN","47","2023","12","27","","","","52.5136108","-2.037083",
"MFCC LIMITED","14138954","Active","Private limited by guarantee without share capital","","","","41202","4 Ruby Drive Oldbury B69 1GD","B69 1GD","41","2022","5","29","","","","52.510233199999995","-2.0569394",
"DANGTVUK LTD","15375809","Active","Private limited company","","","","73110","14 Strawberry Close Oldbury B69 1NU","B69 1NU","73","2023","12","29","","","","52.5021797","-2.039798",
"VON SCHMIDT PROPERTY LIMITED","14485755","Active","Private limited company","","","","68209","3b Swallowfield Courtyard Wolverhampton Road Oldbury West Midlands B69 2JG","B69 2JG","68","2022","11","15","","","","52.49494","-2.027",
"JTW LOGISTICS AND RECOVERY LTD","15366095","Active","Private limited company","","","","52290","11 Oakthorpe Gardens Oldbury B69 2LE","B69 2LE","52","2023","12","21","","","","52.5136312","-2.0577027",
"NEWBURY MANOR LIMITED","14538632","Active","Private limited company","","","","87300","Newbury Manor Nursing Home Newbury Lane Oldbury B69 1HE","B69 1HE","87","2022","12","13","","","","52.497013","-2.031722",
"KEN TUI LIMITED","15354545","Active","Private limited company","","","","96040","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","96","2023","12","15","","","","52.50248471428571","-2.0258485714285714",
"BYTEBIZ LIMITED","15354819","Active","Private limited company","","","","62020","39 Poppy Avenue Oldbury B69 4BS","B69 4BS","62","2023","12","15","","","","52.4844079","-2.0214683",
"JTW RECRUITMENT LTD","15357174","Active","Private limited company","","","","62030 78109 96090","11 Oakthorpe Gardens Oldbury B69 2LE","B69 2LE","62 78 96","2023","12","17","","","","52.5136312","-2.0577027",
"AR QUALITY LIMITED","15340721","Active","Private limited company","","","","45200","122 Ashes Road Oldbury B69 4RB","B69 4RB","45","2023","12","9","","","","52.4845587","-2.0201862",
"FRIENDLY HOUSING 1 LTD","15341109","Active","Private limited company","","","","55900","149 Ivy House Road Oldbury B69 1HG","B69 1HG","55","2023","12","10","","","","52.497013","-2.031722",
"KINGFISH KEBAB LTD","15164961","Active","Private limited company","","","","56103 56290","Kings Fish Bar 158 Birmingham Road Oldbury B69 4EH","B69 4EH","56 ","2023","9","26","","","","52.502424","-2.00298",
"NTR ENGINEERING LTD","14575458","Active","Private limited company","","","","71129","Office 43 Pure Offices Broadwell Road Oldbury B69 4BY","B69 4BY","71","2023","1","6","","","","52.50833","-2.01204",
"KAM CLEANING SERVICES LTD","15424807","Active","Private limited company","","","","81299","93 California Road Oldbury B69 1SP","B69 1SP","81","2024","1","18","","","","52.5063307","-2.0518588",
"STERLING LAND AND PROPERTIES LTD","15424002","Active","Private limited company","","","","68100","63 Dingle Street Oldbury B69 2DZ","B69 2DZ","68","2024","1","18","","","","52.5043186","-2.0306993",
"UKF PROPERTY LTD","14040076","Active","Private limited company","","","","68100 68209 68310","63 Theodore Close Oldbury B69 3EF","B69 3EF","68  ","2022","4","11","","","","52.5120286","-2.0273148",
"ELIZABEL SOLUTIONS LIMITED","15377542","Active","Private limited company","","","","45320","2 Birkdale Drive Tividale B69 1QB","B69 1QB","45","2023","12","31","","","","52.5035054","-2.054669",
"MCGRATH J LIMITED","14081499","Active","Private limited company","","","","47990","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2022","5","3","","","","52.50248471428571","-2.0258485714285714",
"SAJCO PACKAGING LIMITED","15426189","Active","Private limited company","","","","82920","1 Hainge Road Tividale Oldbury B69 2NR","B69 2NR","82","2024","1","19","","","","52.5120096","-2.0395365",
"SHRI KALPAGAVRUKSHA SEVA SANGAM LTD","15399712","Active","Private limited by guarantee without share capital","","","","88990","47 Salop Street Oldbury B69 3HA","B69 3HA","88","2024","1","9","","","","52.508917200000006","-2.0233718",
"GEORGE ENTERTAINMENT AND PROPERTY CONSULTANT LIMITED","15397909","Active","Private limited company","","","","93199 98000","15 Theodore Close Oldbury B69 3EE","B69 3EE","93 98","2024","1","8","","","","52.5107978","-2.0285995",
"HISK PROPERTIES LTD","14096113","Active","Private limited company","","","","68100 68209","Heze Little Fields Way Oldbury B69 2BT","B69 2BT","68 ","2022","5","9","","","","52.50117","-2.02036",
"CHOPLIFEFBA LTD","14833010","Active","Private limited company","","","","46190","49 Hill Road Tividale Oldbury B69 2LN","B69 2LN","46","2023","4","27","","","","52.51332910000001","-2.0559482",
"CHOPLIFE LTD","14830699","Active","Private limited company","","","","47910","49 Hill Road Oldbury B69 2LN","B69 2LN","47","2023","4","26","","","","52.51332910000001","-2.0559482",
"LUMEDIA LIMITED","14635731","Active","Private limited company","","","","70229","Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","70","2023","2","2","","","","52.50248471428571","-2.0258485714285714",
"NEWBURY FISH BAR LTD","14494117","Active","Private limited company","","","","56210","141 Newbury Lane Oldbury B69 1HE","B69 1HE","56","2022","11","18","","","","52.497013","-2.031722",
"BRADES TAVERN INN LTD","14352642","Active","Private limited company","","","","56302","48 Brades Road Oldbury B69 2ET","B69 2ET","56","2022","9","13","","","","52.50541","-2.028775",
"BLACK COUNTRY TYRES AND RECOVERY LTD","13965322","Active","Private limited company","","","","45200 45320 49410 78200","90 Dudley Road West Dudley Road West Tividale Oldbury B69 2HU","B69 2HU","45  49 78","2022","3","9","","","","52.5142174","-2.0498936",
"EYPE LTD","13967348","Active","Private limited company","","","","82990","Fountain House Fountain Business Park Fountain Lane Oldbury B69 3BH","B69 3BH","82","2022","3","10","","","","52.50894","-2.0164399",
"THE WHISTLE INN AND PARK LIMITED","13919830","Active","Private limited company","","","","55300 56302","3b Swallowfield Courtyard Wolverhampton Road Oldbury West Midlands B69 2JG","B69 2JG","55 56","2022","2","16","","","","52.49494","-2.027",
"WISEHUM LIMITED","14515830","Active","Private limited company","","","","86101 86102 86210 86900","35 Callaghan Drive Tividale Oldbury B69 3NG","B69 3NG","86   ","2022","11","30","","","","52.5179829","-2.0400753",
"80:20 SMASH AND SHAKES LTD","14551476","Active","Private limited company","","","","56103","12 Unity Place Oldbury B69 4DB","B69 4DB","56","2022","12","20","","","","52.503525857142854","-2.014064",
"POWER WAREHOUSE LTD","14346564","Active","Private limited company","","","","96090","3 Houghton Street Oldbury B69 2BB","B69 2BB","96","2022","9","9","","","","52.50102288235294","-2.0312098823529414",
"MAN HAYER LIMITED","14349924","Active","Private limited company","","","","86900","18 Wilson Drive Tividale Oldbury B69 3NF","B69 3NF","86","2022","9","11","","","","52.5174361","-2.041513",
"SIKHAM PHARMA LTD","14349999","Active","Private limited company","","","","47730","140 Macdonald Close Tividale Oldbury B69 3LP","B69 3LP","47","2022","9","12","","","","52.5141428","-2.0357134",
"ITALIANO PIZZERIA KABAB &PASTA LTD","14356723","Active","Private limited company","","","","56103","74 Dudley Road West Oldbury B69 2HR","B69 2HR","56","2022","9","14","","","","52.514025","-2.04659",
"RM SANDHU COURIERS LTD","14389921","Active","Private limited company","","","","49410","16 Poppy Avenue Oldbury B69 4BS","B69 4BS","49","2022","9","30","","","","52.4844079","-2.0214683",
"BLACK BEAR WARWICKSHIRE LLP","OC444158","Active","Limited liability partnership","","",""," ","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","","2022","10","5","","","","52.50248471428571","-2.0258485714285714",
"JARMANJIT CHAHAL TRADERS LIMITED","14431809","Active","Private limited company","","","","41202","172 Dudley Road East Oldbury B69 3DS","B69 3DS","41","2022","10","20","","","","52.50864615384615","-2.026512076923077",
"KAARA HOUSEHOLD LTD","14434910","Active","Private limited company","","","","46499 47540","32 Martley Road Oldbury B69 1DZ","B69 1DZ","46 47","2022","10","21","","","","52.49300390909091","-2.0324942727272726",
"CONSTRUCTING FOUNDATIONS LIMITED","14295130","Active","Private limited company","","","","68100","89 Ashtree Road Tividale Oldbury B69 2HH","B69 2HH","68","2022","8","15","","","","52.506486","-2.0364622",
"REALEST PROPERTY LTD","14303200","Active","Private limited company","","","","68310","318 Newbury Lane Oldbury B69 1JJ","B69 1JJ","68","2022","8","18","","","","52.4947195","-2.0381374",
