"company_name","company_number","company_status","company_type","company_subtype","removed_date","registered_date","nature_of_business","registered_office_address","postcode","sectorCodes","incorporation_year","incorporation_month","incorporation_day","dissolution_year","dissolution_month","dissolution_day","Latitude","Longitude"
"THT WORLDWIDE","12134134","Active","Private Limited Company by guarantee without share capital, use of 'Limited' exemption","","","","56290 94910","Innovation Campus Faraday Wharf Holt Street Birmingham B7 4BB","B7 4BB","56 94","2019","8","1","","","","52.48882646666665","-1.8874950666666672",
"SPECTACLE LABORATORY LIMITED","8995670","Active","Private limited company","","","","32990","Unit D4 Aston Seedbed Centre Avenue Road Aston Birmingham B7 4NT","B7 4NT","32","2014","4","14","","","","52.495241799999995","-1.880357",
"JSSL GROUP LTD","12430558","Active","Private limited company","","","","98000","Suite 3a Wing Yip Business Centre 278 Thimble Mill Lane Birmingham B7 5HD","B7 5HD","98","2020","1","28","","","","52.497507413793095","-1.8711112068965519",
"ACTION STARTER LIMITED","8339852","Active","Private limited company","","","","62012","Universities Centre Faraday Wharf Holt Street Birmingham B7 4BB","B7 4BB","62","2012","12","21","","","","52.488718500000004","-1.8881355",
"TARONI'S OF BIRMINGHAM LIMITED","5099875","Active","Private limited company","","","","46770","7-20 William Henry Street Aston Birmingham B7 5ER","B7 5ER","46","2004","4","13","","","","52.49594377777778","-1.8789258888888891",
"BENMICHAELS LTD","9598228","Active","Private limited company","","","","86101","Flat 45 Francis Street Nechells B7 4JU","B7 4JU","86","2015","5","19","","","","52.4876314","-1.8789003999999998",
"SJWC GROUP LTD","13762968","Active","Private limited company","","","","96090","Units 7-8 The Wing Yip Centre 278 Thimble Mill Lane Birmingham B7 5HD","B7 5HD","96","2021","11","24","","","","52.497507413793095","-1.8711112068965519",
"KYD PRODUCTS LIMITED","3642551","Active","Private limited company","","","","46760","Unit 17 Boultbee Business Units Nechells Place Birmingham B7 5AR","B7 5AR","46","1998","10","1","","","","52.49391192307692","-1.8675332307692305",
"PHARMACO HOLDING LTD","10448619","Active","Private limited company","","","","64209","Unit 4 Boultbee Business Units Nechells Place Birmingham B7 5AR","B7 5AR","64","2016","10","27","","","","52.49391192307692","-1.8675332307692305",
"RECOGNIZE LTD","11994472","Active","Private limited company","","","","62012 85590","Icentrum Holt Street Birmingham B7 4BP","B7 4BP","62 85","2019","5","14","","","","52.48930828571429","-1.888353",
"NORTHFIELD CAFE LTD","7910175","Active","Private limited company","","","","56103","Unit 3a Wing Yip Business Centre 278 Thimble Mill Lane Birmingham B7 5HD","B7 5HD","56","2012","1","16","","","","52.497507413793095","-1.8711112068965519",
"TIRO TRAINING LTD","5631622","Active","Private limited company","","","","85320","Suite 14d Faraday Wharf Holt Street Birmingham B7 4BB","B7 4BB","85","2005","11","22","","","","52.48882646666665","-1.8874950666666672",
"YUMMY YUMMY 28 LTD","12021842","Active","Private limited company","","","","56103","Unit 3a Wing Yip Centre 278 Thimble Mill Lane Nechells Birmingham B7 5HD","B7 5HD","56","2019","5","29","","","","52.497507413793095","-1.8711112068965519",
"JEKE GROUP LTD","11796358","Active","Private limited company","","","","46900","27 Thornberry Walk Birmingham B7 5UA","B7 5UA","46","2019","1","30","","","","52.49790033333333","-1.8664399999999999",
"TRIBAL PROPERTIES LTD","11960742","Active","Private limited company","","","","68100","Onyx House 12 Phoenix Business Park Avenue Close Birmingham B7 4NU","B7 4NU","68","2019","4","24","","","","52.49467","-1.879562",
"THEDOUGHNUTSTOP LTD","11790250","Active","Private limited company","","","","10890","Unit A3 Seedbed Centre Avenue Road Nechells Birmingham B7 4NT","B7 4NT","10","2019","1","28","","","","52.495241799999995","-1.880357",
"W.WING YIP (MAIL ORDER) LIMITED","1387048","Active","Private limited company","","","","99999","375 Nechells Park Road Nechells Birmingham B7 5NT","B7 5NT","99","1978","9","5","","","","52.49643875000001","-1.8706878749999996",
"W.WING YIP PLC","967953","Active","Public limited company","","","","46900 47110 47190","375 Nechells Park Road Birmingham B7 5NT","B7 5NT","46 47 ","1969","12","9","","","","52.49643875000001","-1.8706878749999996",
"UNION DEMOLITION LTD","12368639","Active","Private limited company","","","","43110","50 Watson Road East Nechells Birmingham B7 5SB","B7 5SB","43","2019","12","18","","","","52.50221128571428","-1.8566538571428572",
"CROMWELL LEARNING COMMUNITY ACADEMY TRUST","10465397","Active","Private Limited Company by guarantee without share capital, use of 'Limited' exemption","","","","85600","C/O Cromwell Junior And Infant School Cromwell Street Birmingham B7 5BA","B7 5BA","85","2016","11","7","","","","52.49560683333333","-1.8746859999999999",
"AL-RAZAQ BIRMINGHAM LTD","11364975","Active","Private limited company","","","","56102","2 Carlton Business Centre, 104 Nechells Pl, Birmingham B7 5AB","B7 5AB","56","2018","5","16","","","","52.4932375","-1.8674845",
"HEARTLANDS MOTORS LTD","9912231","Active","Private limited company","","","","45112","218-220 Windsor Street Birmingham B7 4NE","B7 4NE","45","2015","12","11","","","","52.488852363636354","-1.8826698181818182",
"SAM SECURITY GUARDS SERVICE LTD","11177151","Active","Private limited company","","","","80100","Flat 75 Medway Tower Cromwell Street Birmingham B7 5BQ","B7 5BQ","80","2018","1","30","","","","52.49364","-1.874644",
"AGILYX EMEA LTD","13427137","Active","Private limited company","","","","62020","1.09 Universities Centre Faraday Wharf Holt Street Birmingham B7 4BB","B7 4BB","62","2021","5","28","","","","52.488718500000004","-1.8881355",
"SAMIAD LIMITED","8718466","Active","Private limited company","","","","85590","1 Holt Court (102f) Ibic Birmingham Science Park Birmingham B7 4EJ","B7 4EJ","85","2013","10","4","","","","52.4864357","-1.8846809",
"LAWRENCES GARAGES (LOZELLS) LIMITED","626224","Active","Private limited company","","","","85600","Unit 18 Phoenix Business Park Avenue Close Birmingham B7 4NU","B7 4NU","85","1959","4","20","","","","52.49467","-1.879562",
"KELLY GROUNDWORKS LIMITED","6041617","Active","Private limited company","","","","43999","90 Dollman Street Birmingham B7 4RP","B7 4RP","43","2007","1","4","","","","52.4867349","-1.8715971999999996",
"SAFF UK LIMITED","8080964","Active","Private limited company","","","","47290 68209","7-11 Bloomsbury Street Birmingham B7 5BX","B7 5BX","47 68","2012","5","23","","","","52.49409685714285","-1.8722298571428573",
"PRIMAL JERKY LTD","11746450","Active","Private limited company","","","","10890","Unit D2 Aston Seedbed Centre Avenue Road Birmingham B7 4NT","B7 4NT","10","2019","1","2","","","","52.495241799999995","-1.880357",
"DALE END II LTD","11944169","Active","Private limited company","","","","56301 56302 68209","Phoenix Business Park Onyx House 12, Avenue Cl Birmingham B7 4NU","B7 4NU","56  68","2019","4","12","","","","52.49467","-1.879562",
"SOUTHAM KITCHEN 888 LTD","11379652","Active","Private limited company","","","","56103","Unit 3a Wing Yip Centre 278 Thimble Mill Lane Nechells Birmingham B7 5HD","B7 5HD","56","2018","5","24","","","","52.497507413793095","-1.8711112068965519",
"MTM SHELLY LTD","11710066","Active","Private limited company","","","","49420 81222","C1 Seedbed Centre Avenue Road Nechells Birmingham B7 4NT","B7 4NT","49 81","2018","12","4","","","","52.495241799999995","-1.880357",
"PIKE SIGNALS LIMITED","1586729","Active","Private limited company","","","","28990","Units 7 9 & 11 Phoenix Business Park Avenue Road Aston Birmingham B7 4NU","B7 4NU","28","1981","9","18","","","","52.49467","-1.879562",
"ACIVICO LIMITED","7792304","Active","Private limited company","","","","41201 71111 84110","10 Woodcock Street Birmingham B7 4BL","B7 4BL","41 71 84","2011","9","29","","","","52.48709366666666","-1.886592",
"CFE ELECTRICAL LTD","11113633","Active","Private limited company","","","","43210","28 Phoenix Business Park Aston Birmingham B7 4NU","B7 4NU","43","2017","12","15","","","","52.49467","-1.879562",
"VALVE STORE LIMITED","13097014","Active","Private limited company","","","","28140","Unit 1 Mount Street Business Park Nechells Birmingham B7 5QU","B7 5QU","28","2020","12","23","","","","52.5021975483871","-1.860338548387097",
"OAKGAR RECRUITMENT LIMITED","10769565","Active","Private limited company","","","","82990","Onyx House 12 Phoenix Business Park Avenue Close Birmingham B7 4NU","B7 4NU","82","2017","5","13","","","","52.49467","-1.879562",
"M&E MAINTENANCE SOLUTIONS LTD","6243792","Active","Private limited company","","","","43220","M&E House 19 Cato Street Birmingham B7 4TS","B7 4TS","43","2007","5","10","","","","52.4900914","-1.8693018000000001",
"S & H B7 LIMITED","12409164","Active","Private limited company","","","","56102","101 Nechells Park Road Nechells Birmingham B7 5PY","B7 5PY","56","2020","1","17","","","","52.500114","-1.865577",
"RML SUPPLIES LIMITED","11342198","Active","Private limited company","","","","46180","Riverside Works Trevor Street Nechells Birmingham B7 5RG","B7 5RG","46","2018","5","2","","","","52.4979681","-1.8625567",
"K.L.M. STEELS LIMITED","2465961","Active","Private limited company","","","","25990 46720","Unit 2a Argyle Street Birmingham Nechells B7 5TJ","B7 5TJ","25 46","1990","2","1","","","","52.5062922","-1.861805",
"BITNET SOLUTIONS LTD","9004664","Active","Private limited company","","","","62012","Faraday Wharf Innovation Birmingham Campus Holt Street Birmingham B7 4BB","B7 4BB","62","2014","4","22","","","","52.48882646666665","-1.8874950666666672",
"ICANDY EVENTS LIMITED","11304057","Active","Private limited company","","","","96090","Unit C3 Aston Seedbed Centre Avenue Road Nechells Birmingham B7 4NT","B7 4NT","96","2018","4","11","","","","52.4952141","-1.8803373",
"MEDICAL AESTHETIC INTERNATIONAL LIMITED","10721681","Active","Private limited company","","","","96020","Unit 3a Wing Yip Business Centre 278 Thimble Mill Lane Nechells Birmingham B7 5HD","B7 5HD","96","2017","4","12","","","","52.5029582","-1.8721261",
"THE CARVET AUTOMOTIVE LTD","11678676","Active","Private limited company","","","","45200","20 Phoenix Business Park Birmingham B7 4NU","B7 4NU","45","2018","11","15","","","","52.49467","-1.879562",
"CERTUSS (UK) LIMITED","2405483","Active","Private limited company","","","","25620","Unit 45 Phoenix Business Park Avenue Road Birmingham B7 4NU","B7 4NU","25","1989","7","18","","","","52.49467","-1.879562",
"CERTUSS GROUP HOLDINGS LIMITED","3959052","Active","Private limited company","","","","70100","Unit 45   Phoenix Business Park Avenue Road Birmingham B7 4NU","B7 4NU","70","2000","3","29","","","","52.49467","-1.879562",
"OUTRACKING RACKING AND WAREHOUSE SERVICES LIMITED","7490468","Active","Private limited company","","","","33200","Onyx House 12 Phoenix Business Park Avenue Close Birmingham B7 4NU","B7 4NU","33","2011","1","12","","","","52.49467","-1.879562",
"SPORTING FOOTBALL CLUB LIMITED","8281386","Active","Private limited by guarantee without share capital","","","","85510","24 Lingard Close Birmingham B7 5DJ","B7 5DJ","85","2012","11","5","","","","52.49328319999999","-1.8714802",
"H.A.F.S.RETAIL LTD","10791976","Active","Private limited company","","","","47110","9 Bloomsbury Street Birmingham B7 5BX","B7 5BX","47","2017","5","26","","","","52.49409685714285","-1.8722298571428573",
"TECH-NI-PLANT LIMITED","1646287","Active","Private limited company","","","","74909","Unit 4 Holt Court North Heneage Street West Birmingham Science Park Aston Birmingham B7 4AX","B7 4AX","74","1982","6","24","","","","52.48670955","-1.88501485",
"ID SECURITY SYSTEMS LIMITED","6116649","Active","Private limited company","","","","43210 80200","Gee House Holborn Hill Birmingham B7 5PA","B7 5PA","43 80","2007","2","19","","","","52.501299714285715","-1.8672482857142856",
"LA SAFETY SUPPLIES LIMITED","5349453","Active","Private limited company","","","","46420","Unit 9 Boultbee Business Units Nechells Place Birmingham B7 5AR","B7 5AR","46","2005","2","1","","","","52.49391192307692","-1.8675332307692305",
"VIVI MEDIA LIMITED","9329927","Active","Private limited company","","","","58190","I-Centrum Holt Street Birmingham B7 4BP","B7 4BP","58","2014","11","27","","","","52.48930828571429","-1.888353",
"GUARDIAN LABORATORIES (MIDLANDS) LIMITED","3188156","Active","Private limited company","","","","74909","Unit 1 Rocky Lane Trading Estate William Henry Street Birmingham B7 5ER","B7 5ER","74","1996","4","19","","","","52.49594377777778","-1.8789258888888891",
"ARC WELDING SERVICES LIMITED","4757474","Active","Private limited company","","","","33120","Unit 3 Boultbee Business Units Nechells Place Birmingham B7 5AR","B7 5AR","33","2003","5","8","","","","52.49391192307692","-1.8675332307692305",
"ADIERA LIMITED","6453691","Active","Private limited company","","","","15120","194 Windsor Street Birmingham B7 4NE","B7 4NE","15","2007","12","14","","","","52.488852363636354","-1.8826698181818182",
"GROVEFIELD WORKS LTD","13277305","Active","Private limited company","","","","56210","Onyx House 12 Phoenix Business Park Avenue Close Birmingham B7 4NU","B7 4NU","56","2021","3","19","","","","52.49467","-1.879562",
"EXCELLENT DINER LIMITED","12293192","Active","Private limited company","","","","56103","100b Bull Street Birmingham B7 7AA","B7 7AA","56","2019","11","1","","","","35.097995","-1.8636692",
"MASTER CHEF KETTERING LTD","12316714","Active","Private limited company","","","","56103","Unit 3a Wing Yip Centre 278 Thimble Mill Lane Nechells Birmingham B7 5HD","B7 5HD","56","2019","11","15","","","","52.497507413793095","-1.8711112068965519",
"CHING YEE EXPRESS LTD","12325926","Active","Private limited company","","","","56103","Unit 3a Wing Yip Centre 278 Thimble Mill Lane Nechells Birmingham B7 5HD","B7 5HD","56","2019","11","20","","","","52.497507413793095","-1.8711112068965519",
"TC SUTTON LTD","11264686","Active","Private limited company","","","","56103","Unit 3a Wing Yip Centre 278 Thimble Mill Lane Nechells Birmingham B7 5HD","B7 5HD","56","2018","3","20","","","","52.497507413793095","-1.8711112068965519",
"GREENROOM SOLUTIONS LIMITED","10658796","Active","Private limited company","","","","64209 70229","12 Phoenix Business Park Avenue Close Birmingham B7 4NU","B7 4NU","64 70","2017","3","8","","","","52.49467","-1.879562",
"BLUEPRINT SERVICES LTD","3947098","Active","Private limited company","","","","18129 22220","Unit 2 Carlton Business Center 104 Nechells Place Birmingham B7 5AB","B7 5AB","18 22","2000","3","9","","","","52.4932375","-1.8674845",
"CHADSWORTH LTD","4684879","Active","Private limited company","","","","69201","Unit 3a Wing Yip Business Centre 278 Thimble Mill Lane Nechells B7 5HD","B7 5HD","69","2003","3","4","","","","52.5029582","-1.8721261",
"ICM ECONOMINDS LTD","12312629","Active","Private limited company","","","","58110","Icentrum Holt Street Birmingham B7 4BP","B7 4BP","58","2019","11","13","","","","52.48930828571429","-1.888353",
"DSHB PROPERTIES LTD","13794178","Active","Private limited company","","","","68209","Unit 3a Wing Yip Centre 278 Thimble Mill Lane Nechells Birmingham B7 5HD","B7 5HD","68","2021","12","10","","","","52.497507413793095","-1.8711112068965519",
"EUTC LIMITED","1991926","Active","Private limited company","","","","46900","No 1 Devon Street Nechells Birmingham B7 4SL","B7 4SL","46","1986","2","21","","","","52.4895847","-1.8687794",
"MASSA HAULAGE LIMITED","11868609","Active","Private limited company","","","","49410","43 Bradburne Way Birmingham B7 4PA","B7 4PA","49","2019","3","8","","","","52.49169119999999","-1.8772934",
"7M INVESTMENTS LTD","12969826","Active","Private limited company","","","","68100","45 Lord Street Birmingham B7 4DQ","B7 4DQ","68","2020","10","23","","","","52.49046760000001","-1.88396",
"KOK'S WOK 888 LTD","10702663","Active","Private limited company","","","","56103","Unit 3a Wing Yip Centre 278 Thimble Mill Lane Birmingham B7 5HD","B7 5HD","56","2017","3","31","","","","52.497507413793095","-1.8711112068965519",
"CLIMBING HIGH C.I.C.","8007682","Active","Private limited by guarantee without share capital","Community Interest Company (CIC)","","","93199","Unit 14 Long Acre Industrial Estate 304 Long Acre Birmingham B7 5JT","B7 5JT","93","2012","3","27","","","","52.5008528","-1.8686456",
"HARPER'S DELIVERY & REMOVALS LIMITED","11222008","Active","Private limited company","","","","53202","11 Mounts Way Nechells Birmingham B7 5RH","B7 5RH","53","2018","2","23","","","","52.499767799999994","-1.8645624",
"IDSAFE LTD","13579612","Active","Private limited company","","","","29310","Innovation Birmingham Holt Street Birmingham B7 4BB","B7 4BB","29","2021","8","23","","","","52.48882646666665","-1.8874950666666672",
"ROAD ANGELS CLAIMS & HIRE LIMITED","12269144","Active","Private limited company","","","","82990","Suite 1 Unit 1 Chelsea Trading Estates Rocky Lane Birmingham B7 5EP","B7 5EP","82","2019","10","18","","","","52.4961735","-1.8800174",
"THE NATIONAL EXHIBITION CENTRE (DEVELOPMENTS) PLC","3301940","Active","Public limited company","","","","70100","10 Woodcock Street Birmingham B7 4BL","B7 4BL","70","1997","1","14","","","","52.48709366666666","-1.886592",
"UK EDUCATION AND TOURISM LIMITED","10298819","Active","Private limited company","","","","79901 85600","Unit 3a Wing Yip Centre 278 Thimble Mill Lane Nechells Birmingham B7 5HD","B7 5HD","79 85","2016","7","27","","","","52.497507413793095","-1.8711112068965519",
"ASUM LTD","9709624","Active","Private limited company","","","","69202","Unit 2 Phoenix Business Park Avenue Close Birmingham B7 4NU","B7 4NU","69","2015","7","29","","","","52.49467","-1.879562",
"FOCUS EYE CLINIC (NECHELLS) LIMITED","9601958","Active","Private limited company","","","","47782","65 Rupert Street Nechells Birmingham B7 5DT","B7 5DT","47","2015","5","20","","","","52.492743874999995","-1.877280375",
"DRAGON MIDLANDS LTD","11117181","Active","Private limited company","","","","56103","Unit 3a Wing Yip Centre 278 Thimble Mill Lane Nechells Birmingham B7 5HD","B7 5HD","56","2017","12","19","","","","52.497507413793095","-1.8711112068965519",
"THE DRAIN GROUP LIMITED","12122786","Active","Private limited company","","","","38110","93 Cato Street Nechells Birmingham B7 4TS","B7 4TS","38","2019","7","25","","","","52.48885128571429","-1.870510142857143",
